,Title,Poem,Poet,Tags,gender
1546,"
                    Psalm 57
                ","
Thy mercy, Lord, Lord, now thy mercy show:                                          On thee I lie;                                          To thee I fly.                          Hide me, hive me, as thine own,                          Till these blasts be overblown, Which now do fiercely blow.   To highest God I will erect my cry,                                          Who quickly shall                                          Dispatch this all.                          He shall down from heaven send                          From disgrace me to defend His love and verity.   My soul encaged lies with lions’ brood,                                          Villains whose hands                                          Are fiery brands,                          Teeth more sharp than shaft or spear,                          Tongues far better edge do bear Than swords to shed my blood.   As high as highest heav’n can give thee place,                                           O Lord, ascend,                                           And thence extend                          With most bright, most glorious show                          Over all the earth below, The sunbeams of thy face.   Me to entangle every way I go                                          Their trap and net                                           Is ready set.                          Holes they dig but their own holes                          Pitfalls make for their own souls: So, Lord, oh, serve them so.   My heart prepared, prepared is my heart                                          To spread thy praise                                          With tuned lays:                          Wake my tongue, my lute awake,                          Thou my harp the consort make, Myself will bear a part.   Myself when first the morning shall appear,                                          With voice and string                                          So will thee sing:                          That this earthly globe, and all                          Treading on this earthly ball, My praising notes shall hear.   For god, my only God, thy gracious love                                          Is mounted far                                          Above each star,                          Thy unchanged verity                          Heav’nly wings do lift as high As clouds have room to move.   As high as highest heav’n can give thee place,                                          O Lord, ascend                                          And thence extend                          With most bright, most glorious show                          Over all the earth below, The sunbeams of thy face.
",Mary Sidney Herbert Countess of Pembroke,"Relationships,Friends & Enemies,Religion,Christianity,God & the Divine",F
1932,"
                    Curse Two: The Naming
                ","
Katherine, Katherine, Katherine, Katherine.
Black hair, small cold eyes, whom you loved.
Cock-tease Katherine, chewer of souls.
The door blew open and she blew in, a ghoul.
Black air, small cold wind, taking everything.
Fish-eater Katherine, whose nails dig blood.
I’m going to call her pinch-cunt, pickle-lip,
piss-dribble, shit-smear, goat’s-meat breath.
I want to throw stones at her mother’s corpse,
send her children to name-change foster homes.
May the coat she is wearing burst into flames
and boil the flesh blistering off her bones.
May she be refused in both heaven and hell
and wander the earth forever without rest—
a hungry ghost clinging to the rocks and trees.
",Cynthia Huntington,"Love,Break-ups & Vexed Love,Relationships,Friends & Enemies,Mythology & Folklore,Ghosts & the Supernatural,Horror",F
1971,"
                    The Gulf of Blues
                ","
On the other end of the line
he sounds like my brother
but is my father
telling me about Coony who is fat.
His whole body like a stomach
round all round, fat even on his head.
Eighty and heavy.
How he joked Coony about his weight,
joking him about a tow truck he’d need
to haul him out of the tub
like an old sunken ship pulled out of
the gulf of blues,
leaving whirlpools in the porcelain.
 
“Quit all that eating and drinking,”
my daddy say he said to him.
“Quit pointing in that garden and reach down
to get it.” My daddy say he joked him,
ribbed him good.
(And I know my daddy laughed gap-toothed,
his mouth, throat, chest, and gut wide
open for the signifying jest.
His gray hair striking back time.)
 
He sounds like my brother when he was
a little boy, digging in the encyclopedia
for the cause of something obscure, occult,
trying to figure out how old Coony slipped
in the bathtub that was always there
and died like that. Baby Sister called
to tell it first and she wasn’t joking
after all like my daddy thought she was,
Death a sad trick children pull.
 
On the other end of the line
my father sounds like my brother now.
I know how
Dying, bitter or tender, is the dark water that keeps
us young.
And this gulf of blues, deep and shiny,
the only place to be
between Time and Eternity.
",Angela Jackson,"Living,Death,Sorrow & Grieving,Relationships,Family & Ancestors,Friends & Enemies",F
2228,"
                    Night Shifts at the Group Home
                ","



for Lily Mae



The job was easy: I tucked
them in, kicked off my shoes, listened for
the floor to go quiet. Everyone
slept except one: outside her door,
she paced, she hummed, holding
the edge of her torn
nightgown. Pointing, I told
her: to bed. Your bed. But she would not
stay there. She was old,
older than my mother: manic, caught
up in gibberish, determined to
sleep on my cot—
At first it was just to
quiet her. I could only sleep
if she slept, and I needed relief
from myself. That is how she
became a body next to mine
whether or not I wanted there to be
a body. She climbed
into my bed. I let her
sleep hot and damp against my spine.
All night she rocked, she turned,
she poked her spastic elbows
into my calves and slurred
her broken noises in the dark. All the old
fans went round in clicks
those summer nights—and she rolled
in bed and kicked
me in the head and I was
happy. No words, no tricks,
I just didn't love
my loneliness. My mind
felt cooler
with her there. Beside
her, I could have been anyone.
She had no word for me and not the kind
of mind to keep one.
And if she kicked
me, some nights, just
for the fun of it—who was I
to disappoint my one?
Sometimes I imagine I
was someone she won
at a fair as the wheel spun
under the floating, unfaltering sun
and clicked each lucky one
and one
until I was happily undone.
",Mary Szybist,"Relationships,Friends & Enemies",F
2277,"
                    Nocturne
                ","
Out of
orange
juice
out of
gin. Me
& him?
We like
to walk
around.
Lumpy
houses
cars on
blocks.
Jesus
Jesus rest
your head.
",Mary Margaret Alvarado,"Relationships,Friends & Enemies,Religion,Christianity",F
2940,"
                    Dividend of the Social Opt Out
                ","
How lovely it is not to go. To suddenly take ill.
Not seriously ill, just a little under the weather.
To feel slightly peaked, indisposed. Plagued by
a vague ache, or a slight inexplicable chill.
Perhaps such pleasures are denied
to those who never feel obliged. If there are such.
How pleasant to convey your regrets. To feel sincerely
sorry, but secretly pleased to send them on their way
without you. To entrust your good wishes to others.
To spare the equivocal its inevitable rise.
How nice not to hope that something will happen,
but to lie on the couch with a book, hoping that
nothing will. To hear the wood creak and to think.
It is lovely to stay without wanting to leave.
How delicious not to care how you look,
clean and uncombed in the sheets. To sip
brisk mineral water, to take small bites
off crisp Saltines. To leave some on the plate.
To fear no repercussions. Nor dodge
the unkind person you bug.
Even the caretaker has gone to the party.
If you want something you will have to
get it yourself. The blue of the room seduces.
The cars of the occupied sound the wet road.
You indulge in a moment of sadness, make
a frown at the notion you won't be missed.
This is what it is. You have opted to be
forgotten so that your thoughts might live.
 
",Jennifer Moxley,"Living,Life Choices,The Body,The Mind,Relationships,Friends & Enemies,Arts & Sciences,Reading & Books",F
2989,"
                    Cossacks and Bandits
                ","
I grew up in a village built on coal and labor.
An outhouse on a dirt road by a water pump
glared at the whitewashed fences of uniformed yards
that gaped like broken teeth in the mouths of miners.
All summer we played Cossacks and Bandits,
shot our symbolic rifles and revolvers
and when killed would crush a wild cherry
in the breast pocket, the spot where the heart stopped.
Who started it? The red spreading over white satin
never to be washed away completely,
“I killed you! I killed you!” I screamed
as he fell down. Men found him three years later
in the abandoned mine after an explosion,
his clothes covered with coal dust and blood.
Women howled like wolves. “It’s nothing,
he’ll get up,” I thought, “it’s just that stupid
wild cherry on his shirt.”
 
",Katia Kapovich,"Living,Death,Sorrow & Grieving,Activities,Jobs & Working,Relationships,Friends & Enemies,Philosophy",F
3030,"
                    This Is a Shout Out (For the Tenants of the Red Little Building on Ocean Avenue)
                ","
to mama who on the eve of my birth beat a bitch with a kool-aid spoon
for taking her eldest child’s red balloon (if i wasn’t wet-fisted, all hemmed
up inside cecelia, i’da jumped in)
to the bazaar of milk & afterbirth that once was her body, piping hot
almond dark with laughter & memories of fenced-in two-stepping
late night in a brownsville park
to mama’s hands, mad stallions pummeling dough for biscuits, cherry-scented
butter-smeared fists or floured moons
to ms cloritha, professional crier for dilroy’s funeral parlor (stuffed the
dead fulla who knows, once saw some geezer’s toupee slid back like a
yarmulke, a woman’s wig bangs in her ear, mourners too busy kiki-ing
in the back to tell the woman’s kin her fall fell forward & dipped to the side
cloritha wailing all the while, earning her fifty bucks off the books)
to ms sheronda who daily bugged mama for dried black-eyed peas, swore
her son looked like a jackson (the eldest sissy, what’s her face, bee bee, cee cee
you know, “centipede”)
to the hungry black power thief who snatched nefertiti off our wall, public
enemy off the turntable, platter of mustard glazed tongue picked clean
in the kitchen sink
to cuban ruben cross the hall who loved tongue & chuck D, father
figure by george michael (also gone from the crates), who OD’d
at the tunnel (stuntin’) in mama’s leopard print dress  
",Amber Atiya,"Living,Death,Youth,Relationships,Family & Ancestors,Friends & Enemies,Home Life,Social Commentaries,Cities & Urban Life",F
3124,"
                    Balance
                ","
I'm remembering again, the day
we stood on the porch and you smoked
while the old man told you
about his basement full of wine,
his bad heart and the doctor's warning,
how he held the dusty bottle out to you,
glad, he said, to give it away
to someone who appreciated
its value and spirit, the years
it took to settle into its richness
and worth. I'm watching again,
each cell alive, as you reach
for the wine, your forearm exposed
below the rolled sleeve, the fine hairs
that sweep along the muscle, glowing,
lifting a little in the afternoon breeze.
I'm memorizing the shape of the moment:
your hand and the small bones
lengthening beneath the skin
as it tightens in the gripping,
in the receiving of the gift, the exact
texture and color of your skin,
and the old man's face, reduced
to its essence. That,
and the brief second
when both of you had a hand on the bottle—
the thing not yet given,
not yet taken, but held
between you, stoppered, full.
And my body is flooded again
with an elemental joy,
holding onto it against another day
in the unknowable future when I'm given
terrible news, some dark burden
I'll be forced to carry. I know
this is useless, and can't possibly work,
but I'm saving that moment, for balance.
 
",Dorianne Laux,"Living,Health & Illness,The Body,The Mind,Activities,Eating & Drinking,Relationships,Friends & Enemies",F
3173,"
                    Group Home Before Miss Edna's House
                ","
The monsters that come at night don't
breathe fire, have two heads or long claws.
The monsters that come at night don't
come bloody and half-dead and calling your name.
They come looking like regular boys
going through your drawers and pockets sayingYou better not tell Counselor else I'll beat you down.
The monsters that come at night snatch
the covers off your bed, take your
pillow and in the morning
steal your bacon when the cook's back is turned
call themselves The Throwaway Boys, sayYou one of us now.
When the relatives stop coming
When you don't know where your sister is anymore
When every sign around you says
Group Home Rules: Don't
do this and don't do that
until it sinks in one rainy Saturday afternoon
while you're sitting at the Group Home window
reading a beat-up Group Home book,
wearing a Group Home hand-me-down shirt
hearing all the Group Home loudness, that
you are a Throwaway Boy.
And the news just sits in your stomach
hard and heavy as Group Home food.
",Jacqueline Woodson,"Activities,School & Learning,Relationships,Family & Ancestors,Friends & Enemies",F
3199,"
                    Turnt
                ","
Sometimes it feels like it is over and it's not.
Sometimes it feels like it has just begun and it's over.
It's dark often at these times.
Urban though, so a certain version of light too.
It's hard to predict if it will start on time or how late.
I'm often a little late and it has started. Last night, I could tell from the
      copters overhead that I was late. 
As I walked up, the blocks around it were emptying out.
Parents pulled their children home.
The night herons settled into trees.
That's the outer ring.
As I got closer, all that was left were the blinking lights of the motor-
      cycles blocking the intersections and the men and few women in
      uniforms that mill about the corner, helmets in their hands. They
      talked among themselves. Ignored me mainly. One told me how to
      get around. I did not clarify that I was walking towards. 
You can hear it sometimes. It often has a soundtrack. Sometimes it has 
       drums and brass. Sometimes just joy.
When I am late I am trying to guess its path. Last night, several times I 
       got close to it only to be turned back by a line of cops.
They let the media through but turned me back.
Then it turned the corner and there it was.
At that moment, I melted my body into it and it embraced me.
Rosy fingered dusk and all that.
Come here, it sang, listen.
And then I was borne along by the waves all night and the whirlpool,
      the fig tree, and I was the bat, hanging on patiently.
Aarav came up and hugged me.
Someone grabbed me from behind and I thought it is Artem but later
     realized it was Berat. So much mask.
I grabbed Charlotte's hand and held it for a while when things felt
       dicey.
It felt dicey as they cornered us from two sides and we went down the
       tight side street, up the hill. Charlotte's hand.
It's like that.
Moving from isolation to the depths of friends.
At first we didn't mask up. We were poets.
Then slowly one by one we did.
As we got turnt.
As I got turnt I mean.
Sometimes I still don't mask up. It often feels hubristic.
I keep a bandana in my pocket.
It isn't super effective. It falls down a lot.
Last night, I tied it around my neck as we walked up the side street hill.
      I pulled it over my face as I walked past the line of cops. I noticed
      Emma there, throwing eggs. I ducked. Two balloons filled with
      paint flew by. Visors suddenly yellow.
She said to me, how is your heart?
And I at first worried her question.
Then I realized she meant my heart and how it was turnt.
It is good, I said, I am opening it; I am expanding it.
And I meant it.
I love you I texted Felix.
Lub u!!!!!! I texted Haruto.
Texting Isabella and Jackson, I love you guys.
I miss you.
I texted love you some forty-three times in the last few years.
I texted <3 some thirty-three times.
Lub u, eighteen times.
Miss you, thirty-eight.
She said your feed is all riots, plants, picnics, and poets.
It was an accusation.
She was noticing that I had got turnt.
And I said, my son, my son is in my feed too.
I didn't bother to argue the riot with her.
Still, oh that moment.
Turnt moment:
I was at the poetry reading and Mia didn't go. She was supposed to
       read too but she didn't. She said she wanted to see what happens.
       Then she texts I love you and I know then that Trader Joe's has
       been looted. All the wines out in the street.
Such sweet elixir, FOMO.
Then the rest of that night.
We quickly say good-byes after the reading, refuse the offer of going to 
      drinks, careen from the reading to our home. One of us on twit-
      ter the entire time. Texting too. While we are driving, one of us at
      home runs out into the streets, towards the gas. I drive up and two
      of us get out of the car and I stay in the car and drive the few blocks
      home. My son has fallen asleep in the back. I am coughing in the
      car from the gas. He sleeps through it. I take him out and carry him
      up to bed. More texts. I love you, I text. Come by and get me when
      you are done.
Later that night, I go out again. Miguel stays home with Minjoon. I go
      to a fight party; Marxist v. Nihilist. No one knows which is which.
      Mohamed, my fighting teacher, fights. I miss it. I love you I text.
      She texts back I'm high on being slugged; my eyes are swollen; I
      lost; I'm turnt.
Standing outside, a woman gets kicked out of the club. The bouncer
      tosses her out and into us. She is fucked up. And this feels awful to
      her. Her arms wildly swinging indicate this awful feeling. It feels
      awful to us. Another woman tries to help her and she slugs her. She
      misses and the woman who she has tried to slug takes her, calms
      her down. I hear her saying I love you, I love you over and over.
      Later I will learn that she spent the entire night talking the woman
      down. It's like that. When turnt, sometimes one needs to be held.
Still later, I stand on the street, outside my house and watch the
      t-mobile get looted. A man tries to stop another man who has
      his hammer at the ready in front of the window. The man who is
      attempting to stop the hammer gets hit in the face with the butt
      of the hammer. I decide to go to bed. It is 3 am. I text Nathan and
      say I love you and I'll leave the key in the box for you. The march
      continues on, Nathan continues on, turns left a block away and
      then when Nathan texts me back I know the Whole Foods is looted
      and they are all drinking champagne, dancing. All of them will get
      a cold later.
Riot champagne becomes a term among us that winter.
I wasn't there but I was there too. My germs were there.
I too had that cold.
Is this poem too heroic?
I am sorry.
I worry it is.
Or I know it is.
We are turnt to mere vandals at moments. I'll admit it.
Every computer in that shop.
Every phone in that one.
Every car in that car lot.
I don't want it to be heroic but last night I turned the corner and Nor
      was there with her bike and when I saw her I said I love you and
      we walked down the street as each window was cracked. They got
      turnt. Eventually we disperse. I jog for a few minutes away and out
      of the kettle. We joke, circle back to watch a car burn. Oliver walks
      by. He is hurrying towards the dispersal. I love you we say to him as
      he heads off. The car burns. The fire truck arrives. As I stand there
      watching it, it is as if everyone I ever texted I love you to walks
      by. I love you we call out to each other.
A group of women walk by the car and stop to take photographs. So
      much joy they have. They are laughing with such triumph. Selfies
      and all. Turnt.
This poem is true. I have texted I love you and its variations over
     and over.
Sometimes I barely knew you.
But the names are not true.
This is not a coterie poem.
Is it a milieu poem?
Can it be a movement poem?
I took all the names of this poem and never wrote them in.
There is no electronic record of them.
I found a list of the most popular baby names for various countries in
      2015, the year in which I am writing this poem. I made a list, one
      male and one female from each list. Then I alphabetized it. And I
      put those names in this poem one by one. I got to O.
But Olivia, Saanvi, Santiago, Seoyeon, Sofia, Yui, and Zeynep, I love
      you too.
 
",Juliana Spahr,"Living,Life Choices,Relationships,Family & Ancestors,Friends & Enemies,Arts & Sciences,Poetry & Poets,Social Commentaries,Cities & Urban Life,Class,Crime & Punishment,History & Politics,Money & Economics,War & Conflict",F
3245,"
                    Taking One for the Team
                ","
We practiced together,
sweat and stained.
We pummeled each other
and laughed off pain.
Teams may disagree,
may tease,
may blame.
Teams may bicker and whine,
but get down for the game.
You had my back.
We fought the fight.
And though our score
was less last night,
we're walking tall.
Our team came through
and stuck together like Crazy Glue.
I'm proud to say
I lost with you.
 
",Sara Holbrook,"Living,Coming of Age,Disappointment & Failure,Activities,Sports & Outdoor Activities,Relationships,Friends & Enemies,Philosophy",F
3278,"
                    What Beauty Does
                ","
My memory of a perfect scent: pine, sage, and cypress;
My friends' faith in the power of rough and winding paths
to take me up a mountain and bring me back.
Specimens plucked from that mountain's pastures:
Indian paintbrush, sego lily, ordinary wildflowers.
How I got them is a story of friendship and passion
Nancy, now a doctor, once a shy sophmore in college
Her husband Mike, the second, better one, and their obsession
with the Great Outdoors—hence an Idaho address.
Boise's Northend is a throwback to neighborhoods American—nice
               homes
Next to two-story garden apartments down the street from a 
               mansion.
Bikes and dogs and hand-pushed lawn mowers.
Where they dwell is a bungalow that spirits Memphis, Tennessee
circa 1971:
The Who blasting off a turntable, marijuana-scented air, boys with
              long hair,
girls wearing their boyfriends' blue jeans, bourbon and acid.
Paperbacks, record albums, text books piled up—azaleas on the
              parkway;
a howl of buzzing bees late spring just before graduation.
Their bungalow has dueling computers and a real backyard.
While Nancy and Mike's boxes are slowly being unpacked,
Their bicycles are carefully racked inside their front door.
Everyone is a thief out West. If you leave your bikes on the porch
They disappear. If you find water, someone else will divert it.
There are those who fight about the wind. Others the sun.
All angling for rights—mineral, water, air—that only comes with
              political power.
Oh, my friends who love to hike, to ski, to bike and me, they love
Are driving me from Boise to Ketchum through mountain and 
               valley beauty.
High desert heat is clear, dry and when your body rises out of  a 
             chilly car,
BLAM.
From there you enter another air conditioning zone:
a general store at the edge of mountain lore.
This place has everything from Bibles to good bourbon.
I almost bought a foot long sausage. I almost bought a gun.
I did buy cowboy postcards, mostly made for fun.
Food and security. Winter just over the ridge, four weeks hence.
I used to watch Death Valley Days.
Death was hinted, but not shown—the wagon turned over,
The wagon train a going.
O, those long-suffering white people fearful of Indians and scared of
             bandits,
desperate for shade, for water, for land flowing milk and honey.
Hard-bitten men and sad-eyed women trekking.
How grand those verdant acres were to be.
What they got was land just green enough for wandering herds of
             long-horned beasts
and no where to farm, no where to hide.
Today, the wind machines whip around:                         BIG ENERGY.
Horses gambol and graze on that patch of land or this keen slope.
No wheat and corn, not even dope grows here.
But silver, gold, treasures unknown lode these mountains
inviting speculation, misery, and bad legislation.
A few miles up from Sun Valley, we enter a trail.
Mike and Nancy smile and cajole.
Straw hat and baseball cap attest to sun's plenty.
Their walking sticks to the rocks' ready
challenge to ankles and limbs.
Our water pouches are overflowing.
What were my friends thinking?
We slip and slide on the side of this mountain and step aside
for the sculpted women in tank tops and biker shorts—trotting as
               fast as
Nancy and Mike's favorite dog
She runs ahead following the blonde beauties until all is shadow.
We greet each other with glee.
I am the novice hiker. I am afraid of falling into thin air.
One large Black woman with a bum knee. What were they
             thinking?
She will love the smell. Pine, sage, and cypress.
She will love the sound. Wind shakes aspens. Water crinkles rock
She will love the sight. Wildflowers—whites, yellows, purples and
               reds:
Indian paintbrush, sego lily, the wily cinquefoil.
When friends give you what you need, what more can you ask?
Oh the pleasure in a mountain's power to quiet a panicked heart.
The glade refined.
Hawk's home, wolf's dream, bears far away.
Stewards of American beauty—these are the paths my friends make
               in wild places
—the rise and fall of future walks.
I salute their obsession for Idaho's red undulating hills.
Whose mountain ranges east to west like those in the Himalayas
says a guidebook, but ours is a different story—in this young
              mountain,
on these new hills, circumspect is the American West.
Where people steal
a drop of ore,
a native flower,
a piece of splendor
day in and day out.
",Patricia Spears Jones,"Living,Life Choices,Activities,Travels & Journeys,Relationships,Friends & Enemies,Men & Women,Nature,Landscapes & Pastorals,Trees & Flowers,Social Commentaries,History & Politics,Race & Ethnicity,Town & Country Life",F
3305,"
                    Letter to a Friend, Unsent
                ","
I haven't written        in a while
because I don't want to talk
                          about anything
I've been unable to stop
thinking about: the knotted thread
             of bad capillaries on my retinae,
money, or that my morning was ruined
by the unusual tightness
              of jeans around my thighs,
                                         like the obligations
of having a body
so ill-fitting, oppressively snug
             around an obstinate will.
And while       I don't want
             to be distracted
from this Duchamp thing
I've been working on—     I am
itched out of reverie
                        over and over again
              by this feeling I don't deserve
my raptures anymore.
So I'm sorry. I don't want to
             bring you down. It's unfair
to have to hear about needles
and envelopes and flies
                  when you might just have been
enjoying an iced tea outside
             and when I would prefer to tell you,
                          really,
there's a family of pheasant living
              in the massive cottonwood
we call the Tree of Life.
The male's red, green, gold plumage
                          makes him look
            like a Christmas present
I would want to give you.
So except “I hope you're well,”
                                                   that's all.
",Rebecca Lindenberg,"Relationships,Friends & Enemies,Home Life",F
3319,"
                    Nobody Knows
                ","
We had to imagine you even then, Ramon, your star lost,
a glimpse to die for,
all the kids galloping to Westside Park
where your gang was supposed to meet in open warfare
those bitter skinny boys from Toonerville,well-armed, Lupe said.
And when we got there, nothing, no armies, no chucos
with long tails and zip guns, just the grass
with its stunned look, as though it never really wanted all that light.
City grass doesn't want much of anything,
it's not out there trembling with desire,
minds its own business, leeching slowly upward from busted pipe.
And now nobody knows what you really wanted, Ramon,
when the needle spun true north,
or why that final rush of light, flat stare of lawn
as you staggered by, seared your own throat shut.
Tonight, I'm getting to the smallest place I know,
dusk coming on slow,
the moon half full of shade,
so still it almost doesn't want to move,
whispers a phrase to particles of blue.
Same moon you knew with its white mind watching,
same moon you walked beneath and were gone.
",Marsha De La O,"Living,Coming of Age,Death,Sorrow & Grieving,Time & Brevity,Relationships,Friends & Enemies,Social Commentaries,Cities & Urban Life,War & Conflict",F
3647,"
                    Of Not Communicating One's Glory
                ","
One has some glory—brutal and rough, a kind of encounter
Fame is not pursuant
The splendid enterprise, peerage, and trench—
Let us consider that flourish
I had a friend who gloried, this seemed invisible to some
He broke apart his face, he promoted
""That was abandoning reputation to cover up shame""
As evening borrows its tickle from sun
And from retrospect, with alarm
""I don't know anyone has got clean rid of it""
",Hannah Brooks-Motl,"Relationships,Friends & Enemies,Religion,God & the Divine,The Spiritual",F
3975,"
                    ""Love my enemies, enemy my love""
                ","
Oh, we fear our enemy’s mind, the shape
in his thought that resembles the cripple
in our own, for it’s not just his fear
we fear, but his love and his paradise.
 
We fear he will deprive us of our peace
of mind, and, fearing this, are thus deprived,
so we must go to war, to be free of this
terror, this unremitting fear, that he might
 
he might, he might. Oh it’s hard to say
what he might do or feel or think.
Except all that we cannot bear of
feeling or thinking—so his might
 
must be met with might of armor
and of intent—informed by all the hunker
down within the bunker of ourselves.
How does he love? and eat? and drink?
 
He must be all strategy or some sick lie.
How can reason unlock such a door,
for we bar it too with friends and lovers,
in waking hours, on ordinary days?
 
Finding the other so senseless and unknown,
we go to war to feel free of the fear
of our own minds, and so come
to ruin in our hearts of ordinary days.
 
",Rebecca Seiferle,Friends & Enemies,F
4255,"
                    Someone Asks Me to Consider Time
                ","
Kant says time is neither event nor thing.
Well, I think. That’s that.
But then Teresa calls.
She’s found my old letters.
There are dead dogs in them, old boyfriends;
the miscarriage is happening
(has happened)
and I have to catch a plane.
The plane has      (not yet)
taken off.
Sundials, T squares,
heartbeats, and the equinox.
In places of worship, incense burns.
All to mark no thing.
Here, wind moves water in one direction,
then another. Some mornings,
nothing ripples, not leaves,
not iridescence on birdwing, beetle back.
Some mornings,
both: stillness, unrest.
Last season’s loon calls.
And sometimes? I can’t remember the lake
where I first heard that sound,
though the vision of it rises
through a paint-flecked pane.
On my morning walk: a hawk
perched on a telephone wire above
what used to be a hayfield:
rusted New Holland baler,
bobolinks and meadowlarks
saved from the mower.
That was a generation ago,
dead farmers, dead cows.
Now
is not the time,
moles, voles, mice,
to dart into the light.
Nothing stops in stillness
except solstice
when the sun stands still in declination.
I should tell someone this,
that we are not propelled beyond a moment
of observation, even loss, into something else:
field edge, lakeside, motherhood.
But that, instead, we are always
on our way.
On my return, the wire’s empty.
The hawk has hunted or not,
is sated
or continues,
hungry.
Hunger, at least, returns.
Once, in different water,
my daughters waded naked
after mussels. Appendages,
these daughters were. I was
accustomed to the creases
behind their knees
where I kept their pulse.
Keep these, too: ships’ bells and steeple chimes,
an hourglass, the pharaoh’s water clock.
Now, on a floating dock,
my daughters sun themselves, swing limbs
above water that soon enough
will be ice.
These days, you can lift saliva
off the back of a stamp,
determine who licked it.
And that woman?
That sender?
She will have stopped
and she will
not yet
have stopped        and she will still be
bleeding.
",Carla Panciera,"Living,Life Choices,The Body,Time & Brevity,Relationships,Friends & Enemies",F
4275,"
                    Back Up Quick They’re Hippies
                ","
That was the year we drove
into the commune in Cornwall.
“Jesus Jim,” mam said,
“back up quick they’re hippies.”
Through the car window,
tents, row after row, flaps open,
long-haired men and women
curled around each other like babies
and the babies themselves
wandered naked across the grass.
I reached for the handle, ready, almost,
to open the door, drop out and away
from my sister’s aggressive thighs,
Daddy’s slapping hands.
Back home in the Dandelion Market
I unlearnt the steps my mother taught,
bought a headband, an afghan coat,
a fringed skirt — leather skin.
Barefoot on common grass I lay down with kin.
",Lani O'Hanlon,"Living,Coming of Age,Life Choices,Youth,Relationships,Friends & Enemies,Social Commentaries,Class,Popular Culture",F
4429,"
                    Glitter in My Wounds
                ","
                             first and most important
                             dream our missing friends forward
                             burn their reflections into empty chairs
             we are less bound by time than the clockmaker fears
this morning all I want is to follow where the stone angels point
                      birdsong lashing me to tears
                              heterosexuals need to see our suffering
                   the violent deaths of our friends and lovers
       to know glitter on a queer is not to dazzle but to
  unsettle the foundation of this murderous culture
         defiant weeds smashing up through cement
                      you think Oscar Wilde was funny
                     well Darling I think he was busy
                             distracting straight people
 so they would not kill him if you knew how many times I have been told you’re not like my  gay best friend who tells me jokes and makes me laugh no I sure as fuck am not I have no room in my life to audition for your pansy mascot you people can’t kill me and think you can kill me again I met a tree in Amsterdam and stood barefoot beside it for twenty minutes then left completely restored
     yet another poem not written by a poet
                    sometimes we need one muscle to
                                     relax so the others follow
                                 my friend Mandy calls after a
                               long shift at the strip club to say                             while standing in line for death I am                        fanning my hot pussy with your new book                   will you sign it next week my fearless faggot sister
",CAConrad,"Living,Death,Relationships,Friends & Enemies,LGBTQ,Arts & Sciences,Poetry & Poets,Social Commentaries,Gender & Sexuality",NB
4448,"
                    For My Friend
                ","
Nothing
better
for people
than dogs
nothing better than ma
king
you scream
here. There were
two super
new cars
and then
some pink
chicken
filets
I guess
there were
berries
for sale
in Scandinavia
a man in
a plaid
shirt &
cookies
also they
are
working
in the ceme
tery
I can see
their blue
ladder
from here.
A man
has written
a book
about many
deaths
or many
things to do after.
Read it
read it
they say
but what
comes
after
is a small
idea. Now
is large
rainy.
Amy I wish
you luck
",Eileen Myles,"Relationships,Friends & Enemies",F
4526,"
                    The Unauthorized Autobiography of Jung Thug
                ","
The fools nearly killed me trying to make me one of them:
a loaded word of  bond with dress codes and penal codes,
postured allegiant to the culture as with the flying of flags
from knots tied on the back of  head wraps worn hoods over.
I can’t gunpoint when the life of this alter ego began though
the possibility can’t be dismissed it began at gunpoint in a way,
with an icy pressure against the temple, the mind splitting into two
tracks while a circus of peers clowned.Going back far too long
now, the camera has blurred my edges in the suggestion of motion
even if  I stood as still as the air does before shit really hits the fan.
I truly went ass-first into fronting indifference, forbade my happy
teeth from public reveal lest they pop the balloon of my perfectly
round face, baby-angled, already read as kind or innocent or soft
from the jump when I wanted respect on my name and women on
my lap like it was said I should. And, shamefully, I did. Several
sistas come to mind here and this doesn’t make me feel good;
a tender touch in the moonlight goes only so far for a shadow.
I had to break it down for myself that being down represented
the fear of having fear.I still shake when the wind blows,
scary as ever, thespian as always in all ways toward the ghost
of a threat or disrespect passed through me then through me,
through a thin skin then through the skin. So, to compensate—
a mask, what Dunbar’s bars beat home way back when about
standing in the presence of the pale folks, only that idea flipped
upside down, what’d be a forced smile slicing the face open like
some summertime melon instead setting scowl folds into smooth
forehead, brown eyes set at the mouth’s corners, fixing it in the
position of silence like rusty nails.If carrying nothing else,
I learned to bring this exact look to the danger because being me
to the fullest would be a liability, provide a sharper image for the
hidden cameras to home in on; yes, just that fast—a certified blue,
strolling up to the screen door with a heavy hand for knocking and
his true hand resting so sweetly on his gun. My gun, I should say,
since in this case the cop is also me, like that little angel or devil
used as sitcom trope.Just imagine the person coming for you
being  you every time: don’t trip, you’d say, unless into the fight.
",Cortney Lamar Charleston,"Living,The Mind,Relationships,Friends & Enemies,Arts & Sciences,Music,Social Commentaries,Gender & Sexuality,Race & Ethnicity",F
4665,"
                    In an Unrelated
                ","
We have almost nothing left,
no ground in common.
At best, a brand
or maybe a miniseries.
No campfire to gather around.
The big stories—peckish news
gets told in tweets,
gets old so quickly.
In place of one place
a billion tiny customized versions
appear targeted specifically
to your tastes.
You see only what you want to see.
Maybe you always did.
",Elaine Equi,"Relationships,Friends & Enemies,Social Commentaries,History & Politics",F
