,Title,Poem,Poet,Tags,gender
3728,"
                    Frog Pond
                ","
Stuck pat with strawberry magnets
to her sub-zero are all the stages:
gill slits, lungs, sex—stopped
at the third month, when the fetus
is sucked out into a clear plastic bag.
Reaching in for a quick soda, you can almost
feel that flexible wind on your face.
The fetus (named Jennifer, it says)
develops in color-photo sequence till the second
trimester, when (more bold-face) the kid's
a murder victim, in cold blood, of Mom. You beckon
to nothing: milk cartons, cans, stand in the chill blast
of the suction door and grab your Sprite.
Day and night she stands outside the clinics
with the other Lifers. My advice: don't
take her on. I once learned phylogeny
provides intelligent options—but survival
does not always select for insight.
Down the line: there's a smug printed
sign talking up adoption: Right.
So, knocked up, I'd owe my body to
an forgiving god, who'd swallow my offspring
t00? Here's a fat man rattling a blood red
genie in a pickle jar. No wedding ring.
See that woman, head bent—they're hurrying her
through the police cordon, past the screaming faces?
I've walked where she's walking now—
and where she lies now, I once lay,
behind that secured door, near that white
waiting table. My mind divided, momentarily,
as if the world were just birth or no birth,
what I could or could not do and still seem
human to myself. Who first fixed in
my head that slashed membrane between life
and death? (I'd go toe-to-toe against her,
but she stops me cold with her small, past due
figure of remorse.) God, what next?  she asks,
leaning against her icebox, her T-shirt
shouting how she pities the unborn. So do I.
But not as much as I pity her, quickening
with hate. And love: for those would-be
lives inbred to a set of family
gestures. One day on our way to the frog
pond we take my daughter's hands, saying
nothing—one on each side. She
asks me why I don't see what she believes.
I want to say I do, I see through all the cross-
wielding apologists to why she, alone in her kitchen, grieves.
It's sad. The big frogs croak like TV preachers
pad to pad. But look: at the pond rim
she points out tadpoles—hundredsm ink-black, legless.
See? we both say. My daughter kneels, tries to cup them
in her fist, but they're too fast. Born again and
again into the limits of our perception, they swim
intuitively, the way we think. She calls that
revelation. We're surrounded by the bull
chorus, a booming, backlit percussion. Call
it revelation ",Carol Muske-Dukes,"Living,Life Choices,Sorrow & Grieving,The Body",F
3802,"
                    Down with Bluebirds
                ","
When in the dumps, I hate the things
   That ordinarily I love.
I loathe the lark that blindly sings;
   I hate the bland, blue sky above.
The crocus, sneering on the lawn,
   Forsythia about to bloom—
I'd like to see them dead and gone,
   Instead of filling life with gloom.
But most of all, I do not care,
   While I am droning in my hive,
To hear vivacious chums declare
   How great it is to be alive.
",Margaret Fishback,"Living,Sorrow & Grieving,The Mind",F
3826,"
                    As If Made of Blue Legos
                ","
In inaccurate skin,
among hologram trees,
fresh from the tundra of dreams,
I hear public television say
that Jesus was trilingual.
Billie Holiday sings
the loss of plotliness,
the loss of onomatopoeiabreath.
Doris asks if I’ll touch
her titanium humerus—I do.
I go to Sheboygan to stand in
Emery Blagdon's ""The Healing                                                                
Machine,"" which was brought in                                                                    
pieces from the Nebraska Plains.
Its coffee can klieg lights' grace                                                                       
and copper wire sculptures                                                                          
leave burns all over me.      
Death is like Russia:                                                                                        
beautiful, cold, expansive,                                                                           
expensive. Ephesus says:                                                                             
even marble turns to chalk.                                                                          
Aldebaran is nearing                                                                                 
the end of its life.                                                                                        
Jupiter and the moon are                                                                              
the closest they'll be until 2026.                                                                   
It's 25-below wind chill. Winds                                                                    
push iced piers into houses.                                                                               
My wounds smell like strawberries.                                                                 
Jim who once saw a UFO 
and was too tired to tell anyone,
who rode a tiger, and                                                                            
slept with his cornet's mouthpiece
stenciled on his lips, was a lifelong
Indiana water garden gang member,
Jim who delivered a baby
from my body, Jim, impresario
of poems, parking tickets, and
sky-blue hydrangeas, Jim who
""wore a crown of snow,""
Jim's ashes change the garden.
Who can sleep with banded
Jupiter so close to the moon?
",Susan Firer,"Living,Sorrow & Grieving,Nature,Winter",F
3827,"
                    He is Trying to Get Home From the Store,
                ","
but lake winds pick him up
& blow him into the clouds. I
married a dreamer. I wait. He
stops to listen to the early
lilac orchestra. He starts to
change into blowy horizontal lake
rain, then migrating red admirals.
 
I thinksay remember. I remember us.
We chose the imaginal
north/south somewhere
between Bartlett Avenue and Jupiter,
between Lake Michigan and
the Aegean. Remember we drink
Serbian Cosmos together, we eat
squash blossoms and red snapper soup.
We visit the Calatrava before bed. We
nurture a magnetic field of words. I am
 
remembering you back. Remembering
plays time. Thinking is all remembering.
I remember our young
bodies. I'm not finished
with us. Remember that.
If someone asks, ""why is that lady
out walking in that lake storm?"" Tell them
""months ago her husband went to the
store in a blizzard & never came back.""
Tell them: ""She can't stop looking for him.”
",Susan Firer,"Living,Death,Sorrow & Grieving,Love,Heartache & Loss",F
3861,"
                    Which Way the Winds Blow
                ","
What hand opened the door, I don't know. No one
lives there in winter. And I don't know if it was for entrance
or for exit that the place opened itself, or was opened,
though I do know what boundaries
were broken. The lake lay frozen, the sky
still as folded wings. And everywhere snow
blown into the rooms, strewn across the braided rugs
and knotty boards, under chairs, creeping
like a slow cold tide, white and silent, out of its element
with greed. Then I remembered the photograph,
black and white, as old as me or older. What eye
watched that scene, taking it in, shameless, I don't know,
though I do know that boundaries were broken:
A woman, her grey dress blowing toward land,
lost on the shore in the dim light of her long day's end,
and a man, farther up the beach, alone. The sea—
mute, infinite entity—taking in its borders hungrily;
and the stolen child it drank up when each
entered the other in a moment
of dropped vigilance. In this kind of world no blueprint
instructs us how to house what we love
against the winds of loss. The woman, the man,
their child gone—slipped from the safe home of their love,
swallowed whole. I am not going to try to feel
what that woman felt, or to speak with her voice. I don't know
what she did next or how she did what she did next.
She is the mother, my fear, all the love ever lost to grief.
Her pain is an ocean vaster than planets, a diaspora
of longing flung to all four flogging winds. In her life,
I am sure that time drifted past her, with her, within her.
I know that that summer, like all summers, moved on
through the fall into winter, that the shore closed up,
abandoned, cold. And that the thing lost
still blows through us, the swollen door no longer shuts.
",Alice B. Fogel,"Living,Sorrow & Grieving",F
3891,"
                    The Last Skin
                ","
Has anyone described the smell of wishbones drying
on the kitchen sill or the smell of glass, or the bucket of water
lifted from the well we go to when death takes the last thirst
from someone we love?
After my mother died, sometimes
I'd take the one piece of her clothing I'd kept
to bed and bury my face
in her flowered blouse to smell her last skin,
but even from the first it was futile.
What I got was the smell of goneness, the smell of screen
doors where moths have spent their wing powder
beating failingly to reach the light.
My massage therapist said she felt grief
in my body like hard empty boxes.
I felt like I was always handling dough,
never wanting the kneading to be done, never wanting
to bake the bread that meant the end of something having to do
with a mother and daughter in a kitchen.
My mother has been gone for years, and I begin to see,
in the spots on the backs of my hands, in the shelf
my cheekbones make for my cheeks, in the way I hold
my mouth against gravity's pull, that I carry her
with me, my skin, her skin,
her last skin. 
",Barbara Ras,"Living,Sorrow & Grieving,The Body,Relationships,Family & Ancestors",F
3987,"
                    Death Is Something Entirely Else
                ","
Department of Trance
Department of Dream of Levitation
Department of White Fathom
Department of Winding
Sometimes my son orders me lie down
I like when he orders me lie down          close your eyes
Department of Paper Laid Gentry
Department of Sound of Sheets of Paper
                                                                           he covers me with
then sings
I like best the smallest sounds he makes then
Department of This Won’t Sting
Am I slipping away
Department of Violet Static
as if he were a distant station
Department of Satellite
My child says you sleep
Department of Infinitely Flexible Web
and covers my face with blankness
Department of Tap-Tapping the Vein
Department of Eyelash
I can’t speak
                           or even blink
                                                      or the page laid over my face will fall
Department of Clear Tape in Whorls and Double Helixes on the Wall
He says Mama don’t look 
Department of You Won’t Feel a Thing
I cannot behold
Department of Pinprick
He will not behold
Department of Veils and Chimes
of Lungs Afloat in Ether
 
I like this best
Department of Spider Vein
when I am most like dead
and being with him then, Department of Notes
Struck from Thin Glasses Successively at Random
I must explain to my child that sleep
                                                                    is not the same as dead
Department of Borderlessness
so that he may not be afraid of
Department of Fingertips Lightly on Eyelids
so I can lie and listen
not holding not carrying not working
Department of Becalmed             faint sound of him
 
                                                                                                 I am gone
 
His song is the door back to the room
 
I am composed of the notes
 
",Joy Katz,"Parenthood,Sorrow & Grieving",F
3991,"
                    The Hinge
                ","
My brother is still alive and living
In Fresno.
 
All day he stares at the dead bodies
Of automobiles
 
In his garage. It isn’t a prison
He’d wish himself free of.
 
I visit him,
Dragging my boxes
 
Of books and awards
Behind me.
 
We are walking out of the city
Into the white flame of the desert.
 
Not unlike the Desert
Fathers walking out into Sinai.
 
My brother carries his briefcase
Loaded in icons and dollar bills.
 
He is wearing Larry Levis’s shining
Suit and black leather boots.
 
I am wearing a pale gown
Of sun-bleached flowers.
 
We are talking
About the Resurrection.
 
We are walking dead
Into it
 
Leaving the world and its sweet chorus
Of horrors behind.
 
There is no city
But the city within.
 
No door, but the door
To simple wisdom.
 
We walk, dumb
As newborns
 
Into the tremendous and endless
Blessing.
 
",Cynthia Cruz,"Death,Sorrow & Grieving",F
4001,"
                    The Burning Girl
                ","
While the tennis ball went back and forth in timeA girl was burning. While the tonic took its greenyAcid lime, a girl was burning. While the ruby sun fell
From a cloud’s bent claws and Wimbledon was wonAnd lost, we sprawled along the shore in chairs,We breathed the azure airs alongside
A girl with the thinnest arms all scarred and scoredWith marks she’d made herself —She sat with us in flames
That not all saw or saw but couldn’t say at riskOf seeming impolite. And later we’d all thinkOf the monk who’d doused himself with gas,
Lit a match, then sat unmoving and alert amidDevouring light. She didn’t speak. She touchedNo aspect of our silly selves.
I was the awkward guest everybody hardly knew.She was an almost ghost her mother sawErasing the edges of herself each day
Smudging the lines like charcoal while her parentsRedrew her secretly into being over andAgain each night and dawn and sleepless
All years long. Having seen that mother’s love,I testify: It was ocean endless. One drop could’veBrought to life the deadest Christ, and she
Emptied herself into that blazing child with all her mightAnd stared a hundred million miles intoThe girl’s slender, dwindling shape.
Her father was the devoted king of helicopter padAnd putting green. His baby burned as weAll watched in disbelief.
I was the facile friend of friends insisting on a hugWho hadn’t been along for years of doctors, wards,And protocols. I forced her sadness close. I said
C’mon let’s hug it out. Her arms were whiteBirch twigs that scissored stiffly at my neck till sheSlid on. That night we watched
Some fireworks on the dewy lawn for it wasIndependence Day. Soon after, she was gone.She was the flaming tower we all daredTo jump from. So she burned.
",Mary Karr,"Living,Death,Health & Illness,Parenthood,Sorrow & Grieving,The Body,Relationships,Family & Ancestors,Home Life",F
4013,"
                    magdalen
                ","
the darkest hour
the stars arisen asinine
tomb and I left opened to the altogether
am I to live among men abandoned I may learn to love again
adrift in Jerusalem
am I upon strewn palm
",Gillian Allnutt,"Living,Life Choices,Sorrow & Grieving,Religion,Christianity,The Spiritual",F
4031,"
                    A Street in Lawndale
                ","
i. the old marrieds
But why the moon rose so cruelly, neither of them would say.
Though a listless jazz buzzed obediently beneath their day,
and he had seen the hand-in-hands dotting the dim streets.
And she had heard the morning skillet scorch its Mississippi sweets,
its globs of fat. Now, time to be closer — here, on the verge of May.
But why the moon drooped so cruelly, neither ventured to say.ii. kitchenette building
We are soft-caged behind streaked windows, our someday plans
grayed and siphoned flat. “Faith” is simply a church sound, not strong
like “factory,” “scrubbing the chitlins,” or “keeping that man.”
But could faith be a blatant gold blasting through dinner’s fatty fumes,
its perfumed lure tangling with the smell of twice-fried potatoes
and twist-tied bags of reeking rubbish lining the dark hall?
Fluttering beneath florescent sputter, could faith warm our rooms,
even the walls scrubbed raw with Baptist chill? If we let faith in,
had the mind to carve it a space, keep it Sunday clean,
anticipate its slow glories, beg it to begin?
We can’t spare the time faith needs. We don’t have that minute.
Since silly wants like hot water require we be practical now,
we wait and wait on the bathroom, hope the warm stays in it.iii. the mother
Murders will not let you forget.
You remember the children you had — suddenly quarry, target —
the daughters with gunfire smoldering circles in their napped hair,
the absent sons whose screams still ride the air.
You knew the ways of bullets, prayed your child run, outrun, beat
them in their race toward the heart of your baby, your sweet.
You imagine another child cocking the hammer with his thumb,
or blazing the blade forward, harkening the dark that will overcome
you. Never again will you look at a bright, upturned face and sigh,
returning again and again to drown your baby in the mama-eye.
I hear on Kilbourn, on Christiana, the not-there of my children.
I have pushed them flail and wriggle from my tired body, eased
my babies into a world of growl and gun. The breath-suck,
I wailed and prayed, my loves, as rougher mothers seized
you. Now I am newly barren, drained of mother luck,
and you are suddenly far beyond my futile reach.
If I let these frantic streets deny the tender in your names,
if I relinquished you to this city and its unrelenting games,
your end is all I own. If I dared let others govern your deaths,
if I wasn’t there to mourn your final blurring breaths,
believe that my loss of you to this was not deliberate.
Though I have no right to whine,
whine that none of the blame was mine,
since, in every world I’m rooted in, you are dead.
Or rather, or instead,
you are so much a hollow of the children I made.
But now you are scar on the pavement. I am afraid —
is that the you there is now, how the story of you will be said?
You were born — a gunshot, a swift blade — then you died.
It’s too much this way — even the child who killed you cried.
Believe. I loved you all.
Be. Leave me the sounds of still-thudding hearts. I grieve you
All.iv. a song in the back yard
I’ve wallowed in the back yard all my life.
I want to slide ’round front
Where it’s gold-splashed and guarded and spined fragrance grows.
A girl gets a craving for rose.
I want to go in the front yard now
and far away from these nappy weeds — this alley
too. I wanna see where the well-off children play.
I want some proper fun today.
They do some miracle things.
They have that secret kinda fun.
My daddy says They’re uppity, but I think it’s fine
how they’re tucked in their beds by a quarter to nine.
My mama, with her country ways, try as she may,
will never turn me into a weeds and wildflowers woman,
that’s a fact. I only stay up late
on account of all her party folk flooding our back gate.
But that’s OK. I think front yard folk are perfect. Really, I do.
And I’m gonna be a righteous woman, too.
And wear a soft cardigan, cashmere trimmed in lace.
And stroll ’round all of Lawndale with this righteous on my face.
",Patricia Smith,"Living,Death,Life Choices,Parenthood,Sorrow & Grieving,Relationships,Home Life,Men & Women,Religion,Faith & Doubt,Social Commentaries,Cities & Urban Life,Class,Race & Ethnicity,War & Conflict",F
4032,"
                    Socratic
                ","
The students know the agenda. When I step
inside our classroom, the PowerPoint is loaded,
the student presenting her report stands poised
to begin. And so she does. This day is her
second try, the first a wash due to our failed
technology. I ask, Do you think you will earn
another chance each time error is out of your hands?",Jacqueline Jones LaMon,"Living,Life Choices,Sorrow & Grieving,Youth,Activities,School & Learning,Social Commentaries,Crime & Punishment,Race & Ethnicity",F
4041,"
                    Devouring the Light, 1968
                ","



After Martin Luther King Jr.



The day they killed Martin
we could not return to New York City
our visiting senior class stuck in Huntsville
streets blazed with suffering in that small
Alabama town
in the dull shroud of morning
the whole world went crazy
devouring whatever light
that lit our half-cracked windows.
",Cheryl Boyce-Taylor,"Living,Death,Sorrow & Grieving,Activities,School & Learning,Travels & Journeys,Social Commentaries,History & Politics,Race & Ethnicity",F
4071,"
                    The Mink
                ","
When the mink ran across the meadow in bunched
black parabolas, I thought
sine and cosine, but no — 
the movement never dips
below the line. The creature vanished
into barberries. Absolute
predator who cracks a rabbit’s spine
in one bite. And my mind
leapt along a track to a summer field
where I walked years ago
to a stony spit out into the North Atlantic
with a young man I hardly knew, and his sister.
He was bald, dying
of a brain tumor. I ignored
his illness and we spoke of history.
He was gentle, scholarly. Why
do I remember him
when it was his sister I painted seated in tall grass,
her forehead wide, brown hair framing her face,
ocean a cobalt swatch behind?
Islands humped in little arcs across the bay.
That canvas is stacked in a closet.
But it’s the dead boy
I’ve stored inside me all these years,
scared of the otherworldly light
around his eyes. Scared and ashamed
of what I didn’t know. Ashamed of my fear
that made his death, when it came,
unspeakable. So history bounds
into the present, glitter-eyed, with musky anal glands
and daggering eyeteeth. Because that boy
wasn’t dead: he must be killed again.
",Rosanna Warren,"Living,Death,Life Choices,Sorrow & Grieving,Relationships,Family & Ancestors,Nature,Animals,Seas, Rivers, & Streams,Arts & Sciences,Painting & Sculpture,Poetry & Poets",F
4077,"
                    How to Write a Poem in a Time of War
                ","
You can’t begin just anywhere. It’s a wreck.
                                                                                       Shrapnel and the eye
Of a house, a row of houses. There’s a rat scrambling
From light with fleshy trash in its mouth. A baby strapped to its mother’s back
Cut loose.                                                                     Soldiers crawl the city,
The river, the town, the village,
                                      The bedroom, our kitchen. They eat everything.
Or burn it.
They kill what they cannot take. They rape. What they cannot kill they take.
Rumors fall like rain.
                                     Like bombs.
                 Like mother and father tears swallowed for restless peace.                                     Like sunset slanting toward a moonless midnight.
Like a train blown free of its destination.         Like a seed fallen where
There is no chance of trees                 or anyplace       for birds to live.No, start here.                           Deer peer from the edge of the woods.
                                                                        We used to see woodpeckers
The size of the sun, redbirds, and were greeted
                                          By chickadees with their good morning songs.
We’d started to cook outside slippery with dew and laughter, ah those smoky sweet sunrises.
We tried to pretend war wasn’t going to happen.
Though they began building their houses all around us and demanding  more.
They started teaching our children their god’s story,
                                                               A story in which we’d always be slaves.No. Not here.
You can’t begin here.
This is memory shredded because it is impossible to hold by words, even poetry.",Joy Harjo,"Living,Sorrow & Grieving,Relationships,Family & Ancestors,Home Life,Social Commentaries,War & Conflict,Mythology & Folklore,Fairy-tales & Legends",F
4081,"
                    The ghost
                ","
I saw him
His body a very pale sea, almost green
Soaring above me in a different sphere
With gold wings
He had a blissful expression
One maybe he never had
Certainly he was always smiling, somewhere
When he died
I had just gotten betrayed by a friend
I thought was mine
I forgave him
Was more just said
You live through any of it
But what is the red shoulder we long to see
I thought that I too would reach a great canyon
My arms and legs blissed out
Instead I blossomed inside
Oh I loved his wife and children
But they were still here with me
When my father died he went straight up to heaven
When the ghost died he stayed with us for a while
I forgot to mention that the wings were gold and green
And the winds were heavy
They held his body
Afloat in air as if in the ocean
I forgot to say that when it was summer
I too measured the red bell heads
I said the hell with it
All of it
Heavy air will you hold me
Suspended in the ocean of time
Where I will never see you again
My skin gold and green
Sweet king, you left us
I know it
Dark is dark
The darkness, darnit
It surrounds
With heavy air
Arms and legs suspended
The head
",Dorothea Lasky,"Living,Death,Sorrow & Grieving,Religion,The Spiritual",F
4118,"
                    Do you find it hard to live?
                ","
I mean to really live? Kick a spook in the stomach and commit to yourself and not be committed. Sit through another because I got it like that yoga class where a Coldplay soundtrack competes with the upbeat white chick reminding you to be present, to thank yourself for making it to your mat. Point to any place on the map and blow it up. Blow up spots. Why you gotta blow up spots? I loved Lebanon, never quite made it. I spit out the sudden ash with Don Cherry in Marrakech. I lifted one chiseled leg so high over my head Magic City had called and the ATL was ready to blow me up and I said, please. Do I do. What you do. Sing with me. Another shooter made it first and the ACLU was a petty bunch of pseudo-saviors but they blew up spots that one day. So many sad stories you start laughing at the wrong time and you thought yours was one ’til the time working at Ailey with the girl whose mom was killed by her very own daddy in front of the just-say-no rainbow she drew him in class. She wears heavy aquamarine eyeshadow and closes the gap between feeling and being. I’m glad you’re Dorothy Dandridge. Ban on that word, daddy. Banksy sees the zoo in you and cages hisself in bluer notes. I go wild and will, and will. Myth is a special kind of killer and I love her atonal smile. Without her we’d all go bye-bye, point to a place in the rap and make it a black hole, let it suck us in hug the cuckolded sucker emcees and let it hold us against our certain demolition. Without her you would find it hard to live. All the opiates would shrivel into sickle cell and all the blood running through the streets would keep on believing in bodies —  what obsolete machines, the only ones worth saving. Thank yourself for making it     for being present for the cold ache you sit with and rock into situations     for the way you exploded in nuclear winter and thought you had dreamed it     and made a new world bent as your denial     reached forth to caress it all and it shocked your fingertips     this is the bravest numbness
",Harmony Holiday,"Living,Life Choices,Sorrow & Grieving,The Body,Arts & Sciences,Music",F
4182,"
                    Local News: Woman Dies in Chimney
                ","
They broke up and she, either fed up or drunk or undone,
          ached to get back inside. Officials surmise
she climbed a ladder to his roof, removed          the chimney cap and entered feet first. Long story short,
she died there. Stuck. Like a tragic Santa. Struggling          for days, the news explains. It was a smell that led
to the discovery of her body. One neighbor          speaks directly into the microphone, asks how a person
could disregard so much: the damper, the flue,          the smoke shelf. He can’t imagine what it was she faced.
The empty garage. The locked back door. And is that          a light on in the den? They show us the grass
where they found her purse. And it’s not impossible to picture          her standing on the patio — abandoned — the mind
turning obscene, all hopes pinned on refastening the snap.          Then spotting the bricks rising above the roof
and at first believing and then knowing, sun flashing its          god-blinding light behind it, that the chimney was the way.
",Kristen Tracy,"Living,Death,Sorrow & Grieving,Love,Break-ups & Vexed Love",F
4200,"
                    I am dark, I am forest
                ","



After Rilke



I carried a bowl of menudo into the forest / I carried my bisabuela’s tripas not daring ask whose intestines I carried / con cilantro y radish y cebolla chopped fine / I carried the sewing machine they’d chained her to in the garment district downtown I carried the forest crackling against asphalt where her chanclas burnt & melted so I carried her too / I wore no red / I bore no basket / there was no forest but an avocado tree in the backyard of the house they made her sell to get her Medicare for her diabetes shots / I carried her sugarwater / a hummingbird great-granddaughter I carried her flickering / her black-  & white-screened / I carried her face / the scars her warped esposo left her granddaughter / carried those wounds through the womb / not wolf but blue-eyed man / I stirred the menudo / my belly the pot / & scalding into the forest I carried / & that tree I chopped down chopped into a boat & carried my mother & my bisabuela across the chile-red sopa the blood-water broth / named her daughter / what forest have we made for her I cannot see / I carried darkness into the forest & sliced it out.
",Jennifer Givhan,"Living,Health & Illness,Sorrow & Grieving,The Body,Relationships,Family & Ancestors,Nature,Trees & Flowers",F
4213,"
                    Ballad of the Clyde’s Water
                ","



After Lorca



mother’s malisonThe burr of the wind is seeping through the door,
pink stumps of rhubarb are breaking through the soil.
Though it is February I have the mind of autumn.
Though it is February    ",Marion McCready,"Living,Death,Parenthood,Sorrow & Grieving,The Body,Relationships,Family & Ancestors,Nature,Seas, Rivers, & Streams",F
4263,"
                    Charlottesville Curriculum
                ","
I am afraid of your transcendental death.
When people say think of a man. I think of a brown man.
Sometimes the earth grows khella because she can feel our suffering.
Yooooooing beneath Costco tikis.
When people say think of a man. I think of a white man.
I am meant to hold you in your oblique pain, your map-driven pain.
Yooooooing beneath Costco tikis.
I was drunk holding my teeth in like students.
I am meant to hold you in your oblique pain, your map-driven pain.
You die like an actor.
I was drunk holding my teeth in like students.
My body was a brown dog I shoved back into the water.
You die like an actor.
I beseeched but couldn’t stay out of the first person.
My body was a brown dog I shoved back into the water.
Hold me, hold me, hold me, holdmeholdmeholdme.
I beseeched but couldn’t stay out of the first person.
Where does it hurt, we say.
Hold me, hold me, hold me, holdmeholdmeholdme.
I am afraid of your transcendental death.
",Sarah Gambito,"Living,Death,Sorrow & Grieving,The Body,Religion,The Spiritual,Social Commentaries,Race & Ethnicity",F
4265,"
                    Hate Is a Strong Word
                ","
Muscular as a stallion in fact — 
but I have no horse in this race of people against people.
It was made certain I wouldn’t, that I’d inherit nothing
except a whipping of my hindquarters as a form of correction,
in the cadence of I love you, tar baby, I love you.
This is not unlike how my parents were raised, to comply,
and their parents before them, and theirs before them and so forth
as far back as anyone cared to speak of what they lived
through, the preposterous preposition of it all.
Therefore and thereafter, whenever I hear the word pedigree,
I think of the blank check I don’t have behind my name,
and then I think of saddles and stirrups, and then
the soreness of my lower back, and then the source of that.
How a boss can ride you: of this I am personally familiar,
plus know by blood drawn from two lines of family men
forced to cut out their own tongues to keep food on the table
they could no longer taste or even stand to.
Their tongues grew back, yes, after some time and with
sharpness I’m told, needing to cut against something,
anything, to be purposeful given their new forms.Woe! Woe! Woe! How a man rides his wife, his children,
how he’d ride a horse he’ll never have, could never give them
unless said horse is immaterial, hence not a horse at all — 
just muscular, as a stallion is, as a word is that’s denied
striving families horsepower, any engine beyond their
fragile bodies to propel them forward; the whole race:
forward, even if it pits people against a people,
even if it means rearing a rear end tender and raw.
 
 I love you, tar baby, I love you something strong.
",Cortney Lamar Charleston,"Living,Life Choices,Sorrow & Grieving,Relationships,Family & Ancestors,Home Life,Social Commentaries,Race & Ethnicity",F
4318,"
                    Missing More Than a Word
                ","
Someone once asked me, what are the words I do not yet have — ....    ....    ....    
verbs that will story our bodies into something more
than missing, more than squaw or lost, beyond statistics:1 in 3 Native women will be raped in her lifetime.
Daily ritual: my hands search and sift through layers
of tiny earthquakes, shifted verdicts not guilty not enoughevidence not prosecutable not our jurisdiction I dig.Native women are 2.5 times more likely to be sexually assaultedcompared to all other races. I dig. We are vanishing lines in history books, treaties;
laws do not protect us. I dig until mud and earth find home
underneath my fingernails. I’ll plant something new
in the absence burn vanish underreport
Invisible, our ghosts starve, while the rest of the world keeps on eating.A recent government study found that there were 14 federal humantrafficking investigations in Indian Country between 2013 and2016. During that same period the FBI investigated 6,100elsewhere.
Let us poem a place where you cannot erase us into white space.....    ....    ....    
Let us dig to remind ourselves our roots are ancestral
and there is nothing deeper
than these sacred, dirt-covered hands.",Tanaya Winder,"Living,Sorrow & Grieving,Relationships,Family & Ancestors,Arts & Sciences,Language & Linguistics,Social Commentaries,Gender & Sexuality,Race & Ethnicity,War & Conflict",F
4346,"
                    Obit
                ","
Caretakers — died in 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, one after another. One didn’t show up because her husband was in prison. Most others watched the clock. Time breaks for the living eventually and they can walk out of doors. The handle of time’s door is hot for the dying. What use is a door if you can’t exit? A door that can’t be opened is called a wall. My father is on the other side of the wall. Tomatoes are ripening on the other side. I can see them through the window that also can’t be opened. A window that can’t be opened is just a see-through wall. Sometimes we’re on the inside like a plane. Most of the time, we’re on the outside like doggie day care. I don’t know if the tomatoes are the new form of his language or if they’re simply for eating. I can’t ask him  because on the other side, there are no words. All I can do is stare at the nameless bursting tomatoes and know they have to be enough.
",Victoria Chang,"Living,Death,Sorrow & Grieving,Relationships,Family & Ancestors",F
4349,"
                    yasmeen
                ","
i was born
at the rupture the root where
i split from my parallel self  i split from
the girl i also could have been
& her name / easy / i know the story
all her life / my mother wanted
a girl named for a flower
whose oil scents all
our mothers /
petals wrung
for their perfume
i was planted
land became ocean became land anew
its shape refusing root in my fallow mouth
cleaving my life neatly
& my name / taken from a dead woman
to remember / to fill an aperture with
cut jasmine in a bowl
our longing
our mothers’
wilting
garlands hanging from our necks
",Safia Elhillo,"Living,Sorrow & Grieving,Relationships,Family & Ancestors,Nature,Trees & Flowers",F
4353,"
                    Annotations for a Memorial
                ","
Something so light
almost nothingNot a list of violencesnor reports from beauty
One person looks up
& then another after
another looking
up in the same direction
Who took this picture of Fight ghost town
this is Palestine",Carolina Ebeid,"Living,Sorrow & Grieving,Social Commentaries,History & Politics,War & Conflict",F
4423,"
                    The Eavesdropper, or What I Thought I Heard My Mother Talking About on the Phone, in Another Room, Thirty-Six Years Ago
                ","
I still keep it hidden in the jar of  saltwater you gave me     don’t worry, no one can hear me, my husband’s in the bathroom & my daughter’s in her bedroom wearing those headphones made of sponges on her ears
yes, I’ve kept it all these years, and kept it hidden, but — I have to tell you something:
something about it has changed
recently     has changed     since the last time we talked     the shell has opened, and — 
calm down      please      I’m about to tell you     I’ve waited years to tell you     how?     how could I have called you?     I don’t know where you live: I don’t even know your name!
so     I’m telling you now: the gluey seam that held it closed     at some point it began to dissolve     I don’t know     around Christmastime, I suppose     but it was gradual     subtle     not something easily seen through water, through glass      so perhaps it started earlier than that, but that’s when I first noticed — 
(of course it’s still alive     I know because I know)    
so     after the seal first began to loosen, things accelerated after that     and I could see inside of  it     and what I saw was a tongue     but very pale     the tongue was white, in fact, and thin as a strip of paper     also smooth     no bumps or grooves     but there was no doubt: this was a tongue
I’m sorry    I used the past tense only so that you might understand how it appeared to me when it was new and strange     to describe to you what I saw then     not because it’s changed     because it hasn’t      except in its familiarity
I spend an hour with it every morning      and if the weather’s mild, after they’ve gone to bed, I take it out at night, lie on my back in the grass, hold the jar on my chest, and together we watch the metallic flower petals spin at each other in that dangerous memory of  heaven, or the past    please     don’t cry    no one’s to blame     and nothing’s ruined, nothing’s wrong      there’s no discomfort      there seems to be no pain     there’s only time, letting something looser     and I’ve made the preparations     it will die when I die
no, she isn’t listening    and if  she is     well, then the eavesdropper’s punishment is hers      she can’t be spared      all her life spent holding her breath    only to hear     the sound absorbed by moss stuffed into the ears of  a stillborn kitten      all her life     over and over again at the kitchen table     playing the tapes of a conversation she recorded with a microphone slipped into a coffin thirty-six years ago     finding no meaning in those     and searching for the jar in which she’s certain it still floats      the tongue of  her mother’s ghost
",Laura Kasischke,"Living,Death,Parenthood,Sorrow & Grieving,Youth,Relationships,Family & Ancestors,Mythology & Folklore,Ghosts & the Supernatural",F
