,Title,Poem,Poet,Tags,gender
1130,"
                    Pride Diary
                ","
1
Who knew it’﻿﻿﻿s quite all right that I downed three
gin-and-tonics (can’﻿﻿﻿t fit male inside
female part on fanny pack) at four
o’﻿﻿﻿clock the Dyke March day of NY Pride?
Who knew Manhattan streets would liquefy
and lurch with dames sans bras, sans hair, sans shirt
in step with beer-can band led by a skirt-
ed trans in green brassiere, led by the cops
whose sentries are staid as posts with glasses on,
lined up beside the march like S/M tops?
(They seem to think Gay Pride’﻿﻿﻿s this weekend’﻿﻿﻿s yawn.)
(Pit stop at McD’﻿﻿﻿s, can’﻿﻿﻿t clip pack back on.)
Who knew she’﻿﻿﻿d march beside me hand-in-hand
and who’﻿﻿﻿d expect me to remember names
when Liz’﻿﻿﻿s girlfriend saw us and waved “Hi.
It’﻿﻿﻿s . . . Anna”? (CNN shot feed, then frames.)
Booze-stymied by the glare of girls and sky,
how could I choose? Should I grip hand, or pray
wondering: Is today today the day
she’﻿﻿﻿ll let me turn the key, lead her inside?
 
     2
Okay, I’﻿﻿﻿m sober now. Today is just
the kind of day she talks but feels no lust.
 
     3
Beside her isn’﻿﻿﻿t bad. Fan-stirred, the air
is humid and the theater is packed.
An ear-cuffed thespian tries to fix the cold,
our leading ladies sweat it out in back.
A prim man to my right begins to sneeze.
My nose is in agreement. The perfume
from Queen Mother there could clear the room.
This shadow play across her face is fine.
Her arm’﻿﻿﻿s near mine, which means exactly nothing.
Hope’﻿﻿﻿s hope hums on through separate listening.
That skull, opaque to me as Midland’﻿﻿﻿s vault,
her silky crop, its pepper dabbed with salt —
I chuckle at an apt sardonic line.
Her suede complexion, lifts up, checks the time.
 
     4. Les Nouvceaux from La Nouvelle Justine
I don’﻿﻿﻿t love her. She doesn’﻿﻿﻿t love me. Neither
does this waiter who may think it strange
when young girls dine with staid dames twice their age
on salade de Bastille and pain de Sade.
I don’﻿﻿﻿t like sitting by her like wet cloth.
I don’﻿﻿﻿t like restaurants whose queers pawn sex
to the bachelor bunch who want a thrill.
I don’﻿﻿﻿t like dining with my, well, not-ex,
both measuring the humid air for signs
of sparks I see by parts will not ignite.
I’﻿﻿﻿d rather have a knock-down, drag-out fight
that cleared the joint than watch another guy
get spanked by Corset Kris, who’﻿﻿﻿d like to grab
a tit, not spend hip humping hairy thighs.
I’﻿﻿﻿d rather I were twice her age and wise.
I’﻿﻿﻿d spin cruel stories of past day of bliss
then give my own hands covert exercise
and send her home to bed without a kiss.
 
     5. L’﻿﻿﻿Addition
 
30 for the play and 10 for gins,
10 for two cabs and 40 for the eats,
at least the metro home was freezer-cold,
at least the Broadway Local still had seats
at 96th, the local went express.
I blistered home ten sockless humid blocks
back to my solo digs for solo sex.
I got this poem for my 90 bucks.
",Jenny Factor,"Love,Desire,Realistic & Complicated,Activities,Eating & Drinking,Relationships,LGBTQ,Arts & Sciences,Poetry & Poets,Social Commentaries,Cities & Urban Life,Gender & Sexuality",F
1181,"
                    Waterlily Fire
                ","



for Richard Griffith



1  THE BURNING
 
Girl grown woman     fire     mother of fire
I go to the stone street turning to fire.     Voices
Go screaming     Fire     to the green glass wall.
And there where my youth flies blazing into fire
The     dance     of sane and insane images, noon
Of seasons and days.     Noontime of my one hour.
 
Saw down the bright noon street the crooked faces
Among the tall daylight in the city of change.
The scene has walls     stone     glass     all my gone life
One wall a web through which the moment walks
And I am open, and the opened hour
The world as water-garden     lying behind it.
In a city of stone, necessity of fountains,
Forces water fallen on glass, men with their axes.
 
An arm of flame reaches from water-green glass,
Behind the wall I know waterlilies
Drinking their light, transforming light and our eyes
Skythrown under water, clouds under those flowers,
Walls standing on all things stand in a city noon
Who will not believe a waterlily fire.
Whatever can happen in a city of stone,
Whatever can come to a wall can come to this wall.
 
I walk in the river of crisis toward the real,
I pass guards, finding the center of my fear
And you, Dick, endlessly my friend during storm.
 
The arm of flame striking through the wall of form.
 
 
2  THE ISLAND
 
Born of this river and this rock island, I relate
The changes : I born when the whirling snow
Rained past the general’s grave and the amiable child
White past the windows of the house of Gyp the Blood.
General, gangster, child.     I know in myself the island.
 
I was the island without bridges, the child down whose blazing
Eye the men of plumes and bone raced their canoes and fire
Among the building of my young childhood, houses;
I was those changes, the live darknesses
Of wood, the pale grain of a grove in the fields
Over the river fronting red cliffs across—
And always surrounding her the river, birdcries, the wild
Father building his sand, the mother in panic her parks—
Bridges were thrown across, the girl arose
From sleeping streams of change in the change city.
The violent forgetting, the naked sides of darkness.
Fountain of a city in growth, and island of light and water.
Snow striking up past the graves, the yellow cry of spring.
 
Whatever can come to a city can come to this city.
Under the tall compulsion
                                                   of the past
I see the city
                          change like a man changing
I love this man
                               with my lifelong body of love
I know you
                        among your changes
                                                                  wherever I go
Hearing the sounds of building
                                                          the syllables of wrecking
A young girl watching
                                              the man throwing red hot rivets
Coals in a bucket of change
How can you love a city that will not stay?
I love you
                       like a man of life in change.
 
Leaves like yesterday shed, the yellow of green spring
Like today accepted and become one’s self
I go, I am a city with bridges and tunnels,
Rock, cloud, ships, voices.     To the man where the river met
The tracks, now buried deep along the Drive
Where blossoms like sex pink, dense pink, rose, pink, red.
 
Towers falling.     A dream of towers.
Necessity of fountains.     And my poor,
Stirring among our dreams,
Poor of my own spirit, and tribes, hope of towers
And lives, looking out through my eyes.
The city the growing body of our hate and love.
The root of the soul, and war in its black doorways.
A male sustained cry interrupting nightmare.
Male flower heading upstream.
 
Among a city of light, the stone that grows.
Stigma of dead stone, inert water, the tattered
Monuments rivetted against flesh.
Blue noon where the wall made big agonized men
Stand like sailors pinned howling on their lines, and I
See stopped in time a crime behind green glass,
Lilies of all my life on fire.
Flash faith in a city building its fantasies.
 
I walk past the guards into my city of change.
 
 
3  JOURNEY CHANGES
 
Many of us     Each in his own life waiting
Waiting to move     Beginning to move     Walking
And early on the road of the hill of the world
Come to my landscapes emerging on the grass
 
The stages of the theatre of the journey
 
I see the time of willingness between plays
Waiting and walking and the play of the body
Silver body with its bosses and places
One by one touched awakened into into
 
Touched and turned one by one into     flame
 
The theatre of the advancing goddess     Blossoming
Smiles as she stands intensely being in stillness
Slowness in her blue dress advancing standing I go
And far across a field over the jewel grass
 
The play of the family stroke by stroke acted out
 
Gestures of deep acknowledging on the journey stages
Of the playings the play of the goddess and the god
A supple god of searching and reaching
Who weaves his strength     Who dances her more alive
 
The theatre of all animals, my snakes, my great horses
 
Always the journey     long     patient     many haltings
Many waitings for choice and again easy breathing
When the decision to go on is made
Along the long slopes of choice and again the world
 
The play of poetry approaching in its solving
 
Solvings of relations in poems and silences
For we were born to express     born for a journey
Caves, theatres, the companioned solitary way
And then I came to the place of mournful labor
 
A turn in the road and the long sight from the cliff
 
Over the scene of the land dug away to nothing and many
Seen to a stripped horizon carrying barrows of earth
A hod of earth taken and emptied and thrown away
Repeated farther than sight.     The voice saying slowly
 
But it is hell.     I heard my own voice in the words
Or it could be a foundation     And after the words
My chance came.     To enter.     The theatres of the world.
 
 
4  FRAGILE
 
I think of the image brought into my room
Of the sage and the thin young man who flickers and asks.
He is asking about the moment when the Buddha
Offers the lotus, a flower held out as declaration.
“Isn’t that fragile?” he asks.     The sage answers:
“I speak to you.     You speak to me.     Is that fragile?”
 
 
5  THE LONG BODY
 
This journey is exploring us. Where the child stood
An island in a river of crisis, now
The bridges bind us in symbol, the sea
Is a bond, the sky reaches into our bodies.
We pray : we dive into each other’s eyes.
 
Whatever can come to a woman can come to me.
 
This is the long body : into life from the beginning,
Big-headed infant unfolding into child, who stretches and finds
And then flowing the young one going tall, sunward,
And now full-grown, held, tense, setting feet to the ground,
Going as we go in the changes of the body,
As it is changes, in the long strip of our many
Shapes, as we range shifting through time.
The long body : a procession of images.
 
This moment in a city, in its dream of war.
                                              We chose to be,
Becoming the only ones under the trees
                                                                            when the harsh sound
Of the machine sirens spoke. There were these two men,
And the bearded one, the boys, the Negro mother feeding
Her baby. And threats, the ambulance with open doors.
Now silence. Everyone else within the walls. We sang.
                               We are the living island,
We the flesh of this island, being lived,
Whoever knows us is part of us today.
 
Whatever can happen to anyone can happen to me.
 
Fire striking its word among us, waterlilies
Reaching from darkness upward to a sun
Of rebirth, the implacable.     And in our myth
The Changing Woman who is still and who offers.
 
Eyes drinking light, transforming light, this day
That struggles with itself, brings itself to birth.
In ways of being, through silence, sources of light
Arriving behind my eye, a dialogue of light.
 
And everything a witness of the buried life.
This moment flowing across the sun, this force
Of flowers and voices body in body through space.
The city of endless cycles of the sun.
 
I speak to you     You speak to me
 
",Muriel Rukeyser,"Living,Coming of Age,Life Choices,The Body,Social Commentaries,Cities & Urban Life,Gender & Sexuality",F
1669,"
                    The Universe as Primal Scream
                ","
5pm on the nose. They open their mouths
And it rolls out: high, shrill and metallic.
First the boy, then his sister. Occasionally,
They both let loose at once, and I think
Of putting on my shoes to go up and see
Whether it is merely an experiment
Their parents have been conducting
Upon the good crystal, which must surely
Lie shattered to dust on the floor.
Maybe the mother is still proud
Of the four pink lungs she nursed
To such might. Perhaps, if they hit
The magic decibel, the whole building
Will lift-off, and we'll ride to glory
Like Elijah. If this is it—if this is what
Their cries are cocked toward—let the sky
Pass from blue, to red, to molten gold,
To black. Let the heaven we inherit approach.
 Whether it is our dead in Old Testament robes,
Or a door opening onto the roiling infinity of space.
Whether it will bend down to greet us like a father,
Or swallow us like a furnace. I'm ready
To meet what refuses to let us keep anything
For long. What teases us with blessings,
Bends us with grief. Wizard, thief, the great
Wind rushing to knock our mirrors to the floor,
To sweep our short lives clean. How mean
Our racket seems beside it. My stereo on shuffle.
The neighbor chopping onions through a wall.
All of it just a hiccough against what may never
Come for us. And the kids upstairs still at it,
Screaming like the Dawn of Man, as if something
They have no name for has begun to insist
Upon being born.
",Tracy K. Smith,"Relationships,Family & Ancestors,Home Life,Religion,Christianity,Social Commentaries,Cities & Urban Life",F
1675,"
                    Catalogue of Ephemera
                ","
You give me flowers resembling Chinese lanterns.
 
You give me hale, for yellow. You give me vex.
 
You give me lemons softened in brine and you give me cuttlefish ink.
You give me all 463 stairs of Brunelleschi’s dome.
 
You give me seduction and you let me give it back to you.
You give me you.
 
You give me an apartment full of morning smells—toasted bagel and black
coffee and the freckled lilies in the vase on the windowsill.
You give me 24-across.
 
You give me flowers resembling moths’ wings.
 
You give me the first bird of morning alighting on a wire.
You give me the sidewalk café with plastic furniture and the boys
with their feet on the chairs.
You give me the swoop of homemade kites in the park on Sunday.
You give me afternoon-colored beer with lemons in it.
 
You give me D.H. Lawrence,
and he gives me pomegranates and sorb-apples.
 
You give me the loose tooth of California, the broken jaw of New York City.
You give me the blue sky of Wyoming, and the blue wind through it.
 
You give me an ancient city where the language is a secret
everyone is keeping.
 
You give me a t-shirt that says all you gave me was this t-shirt.
You give me pictures with yourself cut out.
 
You give me lime blossoms, but not for what they symbolize.
 
You give me yes. You give me no.
 
You give me midnight apples in a car with the windows down.
You give me the flashbulbs of an electrical storm.
You give me thunder and the suddenly green underbellies of clouds.
 
You give me the careening of trains.
You give me the scent of bruised mint.
 
You give me the smell of black hair, of blond hair.
 
You give me Apollo and Daphne, Pan and Syrinx.
You give me Echo.
 
You give me hyacinths and narcissus. You give me foxgloves
and soft fists of peony.
 
You give me the filthy carpet of an East Village apartment.
You give me seeming not to notice.
 
You give me an unfinished argument, begun on the Manhattan-bound F train.
 
You give me paintings of women with their eyes closed.
You give me grief, and how to grieve.
",Rebecca Lindenberg,"Living,Love,Nature,Trees & Flowers,Social Commentaries,Cities & Urban Life",F
1682,"
                    Late Summer
                ","
Before the moths have even appeared

to orbit around them, the streetlamps come on,

a long row of them glowing uselessly

 

along the ring of garden that circles the city center,

where your steps count down the dulling of daylight.

At your feet, a bee crawls in small circles like a toy unwinding.

 

Summer specializes in time, slows it down almost to dream.

And the noisy day goes so quiet you can hear

the bedraggled man who visits each trash receptacle

 

mutter in disbelief: Everything in the world is being thrown away!

Summer lingers, but it’s about ending. It’s about how things

redden and ripen and burst and come down. It’s when

 

city workers cut down trees, demolishing

one limb at a time, spilling the crumbs

of twigs and leaves all over the tablecloth of street.

  Sunglasses! the man softly exclaims

while beside him blooms a large gray rose of pigeons

huddled around a dropped piece of bread.
",Jennifer Grotz,"Living,Time & Brevity,Nature,Summer,Social Commentaries,Cities & Urban Life",F
1865,"
                    Robinson Walks Museum Mile
                ","
the ideal city building itself in his brain.
Is this mile magnificent? He’s lived here
 
a while, but the mile feels unreal. Robinson’s
training himself to act blasé. Do museums
 
amuse me? Yes, but not today. Would he
like to be in one? Of course. Why not?
 
An object of value with canvas wings,
an unchanging face in a gilt frame, arranged—
 
thoughtless, guilt-free, & preserved
for eternity. Robinson doesn’t want to be
 
exceptional. He knows he is. He wants to beperceived exceptional. Trains plunge by, steam 
rising from the grates. Sing, muse! of a man
ill-met at the Met. A man on his lunch break, 
heading for a heartbreak, a break-up with Time.
A break-up with time? Feeling filled with ice, 
the way you chill a glass, Robinson passes
the National Academy. He craves a sense 
of belonging, not to always be longing. To be
standing in a doorway, incredibly kissable, 
not waiting at the four-way, eminently missable.
Is this mile magnanimous? He wants it 
unanimous: that this is his kind of town—
up & down & including Brooklyn. The sky 
is clearing, but the isolation sticks.
Robinson’s not sure what a camera obscura 
is for, but he thinks he should have
his portrait done with one. Faces 
blur by as he heads toward the Frick.
Something used to photograph the obscure.
",Kathleen Rooney,"Living,The Mind,Arts & Sciences,Painting & Sculpture,Social Commentaries,Cities & Urban Life",F
1912,"
                    How to Judge
                ","
To those whose city is taken give glass
pockets. To those whose quiver gapes give queens
and pace their limbs with flutes, ropes, cups of soft
juice. To those whose threshold vacillates give
that bruise the dust astonished. To falling
heroes give raucous sibyls’ polished knees.
To those who sip nectar give teeth. And if
they still sip nectar—give green chips of wood.
To swimmers give clocks or rank their hearts
among new satellites as you would
Garbo’s skint lip. To scholars, give dovecotes
to virgins, targets. Justice has nothing on them.
Virgil, sweetheart, even pretty fops need
justice. If they think not let creditors
flank them and watch their vigour quickly flag.
To exiled brides give tiny knives and beads
of mercury then rob them of prudence
for prudence is defunct. To those who fist
clouds, give powder. And if their sullen
wallets flap, give nothing at all. Still
I have not addressed lambent fops
swathed in honey, the stuttering moon
Martyrs, Spartans, Sirens, Mumblers, Pawns
Ventriloquists—or your sweet ego
 
The Beloved Ego in the plummy light
is you. When I see you in that light
I desire all that has been kept from meetcetera. For you. Since your rough shirt
reminds me of the first grass
pressing my hips and seeds heads
fringing the sky and the sky
swaying lightly to your scraped
breath, since I hear
panicked, my sister calling
since the gold leaves have all
been lost, and you are at least
several and variegated
I toss this slight thread back
 
The beloved ego on cold marble
blurs inscription. Hey Virgil
I think your clocked ardour is stuck
in the blue vein on my wrist. It stops
all judgement
",Lisa Robertson,"Living,Time & Brevity,Arts & Sciences,Poetry & Poets,Social Commentaries,Cities & Urban Life,History & Politics,Mythology & Folklore,Greek & Roman Mythology",F
2058,"
                    Going Home: New Orleans
                ","



for my grandmother, Theresa Frank



Some slow evenings when the light hangs late and stubborn in the sky,
gives itself up to darkness slowly and deliberately, slow cloud after slow cloud,
slowness enters me like something familiar,
and it feels like going home.
It’s all there in the disappearing light:
all the evenings of slow sky and slow loving, slow boats on sluggish bayous;
the thick-middled trees with the slow-sounding names—oak, mimosa, pecan, magnolia;
the slow tree sap that sticks in your hair when you lie with the trees;
and the maple syrup and pancakes and grits, the butter melting
slowly into and down the sides like sweat between breasts of sloe-eyed strippers;
and the slow-throated blues that floats over the city like fog;
and the weeping, the willows, the cut onions, the cayenne, the slow-cooking beans with marrow-thick gravy;
and all the mint juleps drunk so slowly on all the slow southern porches,
the bourbon and sugar and mint going down warm and brown, syrup and slow;
and all the ice cubes melting in all the iced teas,
all the slow-faced people sitting in all the slowly rocking rockers;
and the crabs and the shrimp and crawfish, the hard shells
slowly and deliberately and lovingly removed, the delicate flesh
slowly sucked out of heads and legs and tails;
and the slow lips that eat and drink and love and speak
that slow luxurious language, savoring each word like a long-missed lover;
and the slow-moving nuns, the black habits dragging the swollen ground;
and the slow river that cradles it all, and the chicory coffee
that cuts through it all, slow-boiled and black as dirt;
and the slow dreams and the slow-healing wounds and the slow smoke of it all
slipping out, ballooning into the sky—slow, deliberate, and magnificent.
",Sheryl St. Germain,"Activities,Eating & Drinking,Nature,Social Commentaries,Cities & Urban Life",F
2137,"
                    [We wonder at our shifting capacities . . .]
                ","
We wonder at our shifting capacities, keep
adding and striking skills
from the bottoms of our résumés
under constant revision
like the inscriptions on tombs
shared for generations
unnervingly up
to date
Made nervous by our shift in capabilities, we write:
                                            I visited a country where kittens lay  dying
                                            under every bench, in every gutter, next to
                                            every  cigarette butt. One  made  me  weep.
                                            Two   made   me  worry.  Three   made   me
                                            look  away.  I  visited  a  city  with  very  few
                                            strays.  The   first   one   I   saw   I   adopted.
                                            What  could  it  mean?
                                                                          —posted by Sarah. 6.18.06
Hit “publish” and look away
The New Violence: I visited a country where
everything looked like home
",Anna Moschovakis,"Living,Death,Life Choices,The Mind,Activities,Travels & Journeys,Social Commentaries,Cities & Urban Life,History & Politics",F
2306,"
                    Self Portrait
                ","
I did not want my body
Spackled in the world’s
Black beads and broke
Diamonds. What the world
Wanted, I did not. Of the things
It wanted. The body of Sunday
Morning, the warm wine and
The blood. The dripping fox
Furs dragged through the black New
York snow—the parked car, the pearls,
To the first pew—the funders,
The trustees, the bloat, the red weight of
The world. Their faces. I wanted not
That. I wanted Saint Francis, the love of
His animals. The wolf, broken and bleeding—
That was me.
",Cynthia Cruz,"Living,The Body,The Mind,Social Commentaries,Cities & Urban Life",F
2384,"
                    Reading Celan at the Liberation War Museum
                ","



—Independence Day Celebration 2011, Dhaka




            i.
In a courtyard, in these stacks of chairs
            before the empty stage—near arewe Lord, near and graspable. Lord,
            accept these humble offerings:
stacks of biscuits wrapped in cellophane,
            stacks of bone in glass: thighbone,
spine. Stacks of white saucers, porcelain
            circles into which stacks of lip-worn
cups slide neat. Jawbone, Lord. Galleries
            of laminated clippings declaring war.
Hands unstack chairs into rows. The dead:
            they still go begging. ",Tarfia Faizullah,"Living,Love,Social Commentaries,Cities & Urban Life",F
