,Title,Poem,Poet,Tags,gender
1173,"
                    poem in praise of menstruation
                ","
if there is a river
more beautiful than this
bright as the blood
red edge of the moon          if
 
there is a river
more faithful than this
returning each month
to the same delta          if there
 
is a river
braver than this
coming and coming in a surge
of passion, of pain          if there is
 
a river
more ancient than this
daughter of eve
mother of cain and of abel          if there is in
 
the universe such a river          if
there is some where water
more powerful than this wild
water
pray that it flows also
through animals
beautiful and faithful and ancient
and female and brave
  
",Lucille Clifton,"Living,The Body,Social Commentaries,Gender & Sexuality",F
1176,"
                    sisters
                ","



for elaine philip on her birthday



me and you be sisters.
we be the same.
me and you
coming from the same place.
me and you
be greasing our legs
touching up our edges.
me and you
be scared of rats
be stepping on roaches.
me and you
come running high down purdy street one time
and mama laugh and shake her head at
me and you.
me and you
got babies
got thirty-five
got black
let our hair go back
be loving ourselves
be loving ourselves
be sisters.
only where you sing
i poet.
",Lucille Clifton,"Living,Coming of Age,Relationships,Friends & Enemies,Social Commentaries,Gender & Sexuality",F
1177,"
                    my poem
                ","
a love person
from love people
out of the afrikan sun
under the sign of cancer.
whoever see my
midnight smile
seeing star apple and
mango from home.
whoever take me for
a negative thing,
his death be on him
like a skin
and his skin
be his heart’s revenge.
 
 
*
 
 
 
 
 
lucy one-eye
she got her mama’s ways.
big round roller
can’t cook
can’t clean
if that’s what you want
you got it world.
 
lucy one-eye
she see the world sideways.
word foolish
she say what she don’t want
to say, she don’t say
what she want to.
 
lucy one-eye
she won’t walk away
from it.
she’ll keep on trying
with her crooked look
and her wrinkled ways,
the darling girl.
 
 
*
 
 
 
 
 
 
 
if mama
could see
she would see
lucy sprawling
limbs of lucy
decorating the
backs of chairs
lucy hair
holding the mirrors up
that reflect odd
aspects of lucy.
 
if mama
could hear
she would hear
lucysong rolled in the
corners like lint
exotic webs of lucysighs
long lucy spiders explaining
to obscure gods.
 
if mama
could talk
she would talk
good girl
good girl
good girl
clean up your room.
 
 
*
 
 
 
 
 
i was born in a hotel,
a maskmaker.
my bones were knit by
a perilous knife.
my skin turned around
at midnight and
i entered the earth in
a woman jar.
i learned the world all
wormside up
and this is my yes
my strong fingers;
i was born in a bed of
good lessons
and it has made me
wise.
 
 
*
 
 
 
 
 
 
light
on my mother’s tongue
breaks through her soft
extravagant hip
into life.
lucille
she calls the light,
which was the name
of the grandmother
who waited by the crossroads
in virginia
and shot the whiteman off his horse,
killing the killer of sons.
light breaks from her life
to her lives…
 
mine already is
an afrikan name.
 
 
*
",Lucille Clifton,"Living,Coming of Age,Relationships,Family & Ancestors,Social Commentaries,Gender & Sexuality,Race & Ethnicity",F
1181,"
                    Waterlily Fire
                ","



for Richard Griffith



1  THE BURNING
 
Girl grown woman     fire     mother of fire
I go to the stone street turning to fire.     Voices
Go screaming     Fire     to the green glass wall.
And there where my youth flies blazing into fire
The     dance     of sane and insane images, noon
Of seasons and days.     Noontime of my one hour.
 
Saw down the bright noon street the crooked faces
Among the tall daylight in the city of change.
The scene has walls     stone     glass     all my gone life
One wall a web through which the moment walks
And I am open, and the opened hour
The world as water-garden     lying behind it.
In a city of stone, necessity of fountains,
Forces water fallen on glass, men with their axes.
 
An arm of flame reaches from water-green glass,
Behind the wall I know waterlilies
Drinking their light, transforming light and our eyes
Skythrown under water, clouds under those flowers,
Walls standing on all things stand in a city noon
Who will not believe a waterlily fire.
Whatever can happen in a city of stone,
Whatever can come to a wall can come to this wall.
 
I walk in the river of crisis toward the real,
I pass guards, finding the center of my fear
And you, Dick, endlessly my friend during storm.
 
The arm of flame striking through the wall of form.
 
 
2  THE ISLAND
 
Born of this river and this rock island, I relate
The changes : I born when the whirling snow
Rained past the general’s grave and the amiable child
White past the windows of the house of Gyp the Blood.
General, gangster, child.     I know in myself the island.
 
I was the island without bridges, the child down whose blazing
Eye the men of plumes and bone raced their canoes and fire
Among the building of my young childhood, houses;
I was those changes, the live darknesses
Of wood, the pale grain of a grove in the fields
Over the river fronting red cliffs across—
And always surrounding her the river, birdcries, the wild
Father building his sand, the mother in panic her parks—
Bridges were thrown across, the girl arose
From sleeping streams of change in the change city.
The violent forgetting, the naked sides of darkness.
Fountain of a city in growth, and island of light and water.
Snow striking up past the graves, the yellow cry of spring.
 
Whatever can come to a city can come to this city.
Under the tall compulsion
                                                   of the past
I see the city
                          change like a man changing
I love this man
                               with my lifelong body of love
I know you
                        among your changes
                                                                  wherever I go
Hearing the sounds of building
                                                          the syllables of wrecking
A young girl watching
                                              the man throwing red hot rivets
Coals in a bucket of change
How can you love a city that will not stay?
I love you
                       like a man of life in change.
 
Leaves like yesterday shed, the yellow of green spring
Like today accepted and become one’s self
I go, I am a city with bridges and tunnels,
Rock, cloud, ships, voices.     To the man where the river met
The tracks, now buried deep along the Drive
Where blossoms like sex pink, dense pink, rose, pink, red.
 
Towers falling.     A dream of towers.
Necessity of fountains.     And my poor,
Stirring among our dreams,
Poor of my own spirit, and tribes, hope of towers
And lives, looking out through my eyes.
The city the growing body of our hate and love.
The root of the soul, and war in its black doorways.
A male sustained cry interrupting nightmare.
Male flower heading upstream.
 
Among a city of light, the stone that grows.
Stigma of dead stone, inert water, the tattered
Monuments rivetted against flesh.
Blue noon where the wall made big agonized men
Stand like sailors pinned howling on their lines, and I
See stopped in time a crime behind green glass,
Lilies of all my life on fire.
Flash faith in a city building its fantasies.
 
I walk past the guards into my city of change.
 
 
3  JOURNEY CHANGES
 
Many of us     Each in his own life waiting
Waiting to move     Beginning to move     Walking
And early on the road of the hill of the world
Come to my landscapes emerging on the grass
 
The stages of the theatre of the journey
 
I see the time of willingness between plays
Waiting and walking and the play of the body
Silver body with its bosses and places
One by one touched awakened into into
 
Touched and turned one by one into     flame
 
The theatre of the advancing goddess     Blossoming
Smiles as she stands intensely being in stillness
Slowness in her blue dress advancing standing I go
And far across a field over the jewel grass
 
The play of the family stroke by stroke acted out
 
Gestures of deep acknowledging on the journey stages
Of the playings the play of the goddess and the god
A supple god of searching and reaching
Who weaves his strength     Who dances her more alive
 
The theatre of all animals, my snakes, my great horses
 
Always the journey     long     patient     many haltings
Many waitings for choice and again easy breathing
When the decision to go on is made
Along the long slopes of choice and again the world
 
The play of poetry approaching in its solving
 
Solvings of relations in poems and silences
For we were born to express     born for a journey
Caves, theatres, the companioned solitary way
And then I came to the place of mournful labor
 
A turn in the road and the long sight from the cliff
 
Over the scene of the land dug away to nothing and many
Seen to a stripped horizon carrying barrows of earth
A hod of earth taken and emptied and thrown away
Repeated farther than sight.     The voice saying slowly
 
But it is hell.     I heard my own voice in the words
Or it could be a foundation     And after the words
My chance came.     To enter.     The theatres of the world.
 
 
4  FRAGILE
 
I think of the image brought into my room
Of the sage and the thin young man who flickers and asks.
He is asking about the moment when the Buddha
Offers the lotus, a flower held out as declaration.
“Isn’t that fragile?” he asks.     The sage answers:
“I speak to you.     You speak to me.     Is that fragile?”
 
 
5  THE LONG BODY
 
This journey is exploring us. Where the child stood
An island in a river of crisis, now
The bridges bind us in symbol, the sea
Is a bond, the sky reaches into our bodies.
We pray : we dive into each other’s eyes.
 
Whatever can come to a woman can come to me.
 
This is the long body : into life from the beginning,
Big-headed infant unfolding into child, who stretches and finds
And then flowing the young one going tall, sunward,
And now full-grown, held, tense, setting feet to the ground,
Going as we go in the changes of the body,
As it is changes, in the long strip of our many
Shapes, as we range shifting through time.
The long body : a procession of images.
 
This moment in a city, in its dream of war.
                                              We chose to be,
Becoming the only ones under the trees
                                                                            when the harsh sound
Of the machine sirens spoke. There were these two men,
And the bearded one, the boys, the Negro mother feeding
Her baby. And threats, the ambulance with open doors.
Now silence. Everyone else within the walls. We sang.
                               We are the living island,
We the flesh of this island, being lived,
Whoever knows us is part of us today.
 
Whatever can happen to anyone can happen to me.
 
Fire striking its word among us, waterlilies
Reaching from darkness upward to a sun
Of rebirth, the implacable.     And in our myth
The Changing Woman who is still and who offers.
 
Eyes drinking light, transforming light, this day
That struggles with itself, brings itself to birth.
In ways of being, through silence, sources of light
Arriving behind my eye, a dialogue of light.
 
And everything a witness of the buried life.
This moment flowing across the sun, this force
Of flowers and voices body in body through space.
The city of endless cycles of the sun.
 
I speak to you     You speak to me
 
",Muriel Rukeyser,"Living,Coming of Age,Life Choices,The Body,Social Commentaries,Cities & Urban Life,Gender & Sexuality",F
1230,"
                    At the Altar
                ","
That bag you packed me
when you sent me
to the universe—
camp after camp I’ve opened it
debating whether to unpack—
        Not yet, not yet—
Why did I feel so much in it
was dangerous on the playground,
too good for everyday,
feel those splendid fireworks
hazardous to institutions,
unmannerly to etiquette,
so that, time after time,
I found myself saying
       Not yet?
 
At each new place I faced it,
it suggested,
Here spread out your things,
put on this coat,
open this bottle—
       No, not yet . . .
sometimes throwing something out,
giving things away,
lightening my load. . . .
 
The more I pull out,
the more it seems, some days,
is left inside,
the heavier it is.
 
Sometimes I think this package
is almost a door
the opening of which
careening across heaven
could be fatal.
 
Some days now I wonder if I’ll ever
dare face my given garments—
permanently wrinkled,
surely out of date—
your travel-thought
wasting in its tissue, flesh-corrupt—
till I’ve absorbed it,
like those stitches that dissolve
in an incision
where something’s been removed.
",Eleanor Ross Taylor,"Social Commentaries,Gender & Sexuality,History & Politics",F
1272,"
                    Eve Revisited
                ","
Pomegranates fell from the trees
in our sleep. If we stayed
in the sun too long
there were aloes
to cool the burn.
Henbane for predators
and succulents when the rain was scarce.
 
There was no glorified past
to point the way
true and natural
for the sexes to meet.
He kept looking to the heavens
as if the answer were anywhere
but here. I was so bored
with our goodness
I couldn’t suck the juice
from one more pear.
 
It’s here, I kept telling him,here, rooted in the soil
like every other tree
you know. And I wove us
a bed of its uppermost branches.
",Alison Hawthorne Deming,"Living,The Body,Love,Classic Love,Relationships,Men & Women,Religion,Christianity,Islam,Judaism,Social Commentaries,Gender & Sexuality",F
1523,"
                    [I pinch myself hard on the inner arm]
                ","
I pinch myself hard on the inner arm,
inwardly smiling yet frightened too – what if
I get caught in this far realm, on the underside of the world,
in these pixelated centuries where humans are exactly
the same, both kind and radically unkind –
 
So anyway, I say, her husband has his ships ready
to go to war, and he’s waiting for the wind.
He decides to order the sacrifice of their daughter – the wind
comes, and they sail off to defend a trading route at Troy.
Jade says, And this trading route is called “Helen”?
 
Very good. OK, skip ten years.
When the husband comes back, his wife unrolls a purple carpet
and his cousin prepares a banquet. His wife says, Darling,
the slave-girls have run you a bath. He bathes.
His wife finds out there’s someone at the front door
 
from Troy, a woman called Cassandra, holding twins
she bore to the husband. Cassandra would like to come in.
Maybe this piece of information was the trigger to the murder –
at any rate, as her husband steps from the tub, she wraps a net
around him as if it were a bathrobe, a net she’d made herself –
 
Wait, are you hungry? Jade says. Come into the kitchen.
Amid the chicken bones and a potato salad
she says, All right, go on.
You have a very nice mouth, I say.
Go on, she says, the net, wraps it round him.
 
OK. So the cousin comes in and takes two swipes
with his sword, his two-edged sword,
then the wife beheads the husband with her double-headed axe
AHA! Jade says. Yes, I say.
Then, splashed with his blood and bearing his head,
 
she runs to the banqueting room where his followers
are being slaughtered among the mixing-bowls.
She has defended herself and her daughter –
everything else is gloss at that point. Revenge,
though sticky-fingered, is sweet.
 
More chicken?
Thanks. Her kids, a son and daughter, were sent away
in case they grew up wanting to avenge their father.
Which of course they do, Jade says.
Yes.
 
The surviving girl sends messages to her brother, who’s
in another country: don’t forget: come home
when you can, and avenge our father –
Years pass. Grown up now, the boy goes to Apollo’s shrine
for advice, and the oracle tells him to do just that.
 
In the end, the boy does come back from exile, and kills
his mother. A court case develops about the matricide,
and this is where we come into it. See, up till now,
the punishment for matricide has always been death.
Lineage has been through the mother.
 
But this play was written at a particular point in history.
Or pre-history, Jade says.
Right. So the court is held at the Shrine of Apollo,
and Apollo himself is counsel for the defence.
Alecto is given the job of public prosecutor –
 
Your sister? Jade says.
Yes. So the Magistrate calls up some citizens, and
we hear the case. What were the mitigating factors?
‘The son was told to do it.’ His father’s ghost
and ‘the oracle of Apollo himself’ told him to kill his mother.
 
They made the rest of their case,
mostly spurious, one of Apollo’s arguments being
that it’s less bad to kill a woman than a man.
We made some good arguments, but
the vote for the boy to die was fifty-fifty.
At the deadlock, Athena turned up, Athena!
her garment having been kissed by many men or what,
we don’t know, and she in her deciding vote acquitted
him. For us to lose, in effect, a case of matricide
meant the balance of power was shifting.
 
I pour another vodka. What I didn’t say to Jade was,
it meant we’d be lying low for some time,
centuries perhaps. I remember the fires of earlier camps.
In the distance, border furies, heat furies, storm furies.
The sound of the Barking Owl.
 
And this owl, a real owl, sounds like a woman being murdered –
Athena, your bird is telling you something!
But Athena, last we heard, was with her cousin Kate Kyriakou
on their way back to Greece for the Olympics.
At the last minute they got a Virgin flight.
 
It’s an irony of fate, I said, that it was a foremost goddess
who helped tilt that power.
Or not, Jade said, maybe it was simply a pivot-point in storytelling
where men must be shown to be in control, and the best
way to do that is to get a woman to do the job.
 
Yes, I said. Let’s present it to Athena this way: she’s being chosen
to give an award in a public ceremony and get her picture
in the morning paper, her big chance, as a goddess,
to be kind and compassionate.
To downplay the warlike.
 
Mesmerise her with theology – Jade said,
and perhaps flirt with her at the same time.
For whatever reason, I said, Athena – without consenting
to matricide – did not give it a high level of punishment.
Certainly she didn’t exact a death.
 
In that sense you have to admit she is a civilising factor, I said.
Flick your dreads as you may, Jade said.
We hounded the son, though, I said. One time we said
we’d leave him alone for a while if he promised to do
penance at the Temple of Artemis.
",Susan Hampton,"Family & Ancestors,Men & Women,Social Commentaries,Crime & Punishment,Gender & Sexuality,Greek & Roman Mythology",F
1586,"
                    Elizabethan
                ","



Some gentler passion slide into my mind,
For I am soft and made of melting snow
—Queen Elizabeth I



 

Her sex sent her mother

to the tower,

made her father profligate

with arrogant desires,

 

but she was made of flint

and backbone.

 

Think of a young girl

in a blue velvet bodice,

a white collar and lace,

the very prototype

of virginal.

 

Think of a woman, her court

enlivened by suitors and lovers

in doublets, in brocaded cloaks,

despite suspicions of their motives

staining the sheets,

 

the way cups of spicy,

flowery mead were sipped

despite the possibility

of poison.

 

Even the crown of the sun

must go down each night.

 

Could she have stood at the prow

of a ship in that great Armada she ordered,

instead of at a window, waiting

for urgent results?

 

Could she have guessed that the words

of a man she inspired, carved

into the marble of ages,

had a muscular beauty

more than equal

to her own worldly triumphs?

 

Daughter, Queen, Ruler

of roiling seas, of meandering

rivers and meadows,

of armies of soldiers, their swords

and armor glittering

like planets to her sun.

 

Namesake to an age.

 

And Poet?

When she turned

to the empty parchment

(or once to a windowpane,

a diamond for quill)

everything

must have gone quiet.

 

Even a queen is naked

before the naked page, awaiting

not the generous spoils owed to a victor

but the gifts freely given

of a besotted muse.
",Linda Pastan,"Arts & Sciences,Poetry & Poets,Social Commentaries,Gender & Sexuality,History & Politics",F
1587,"
                    Lines Composed on the Body Politic: An Accounting
                ","



Elizabeth, The Lodge at Woodstock, 1554



 

Less than the charting of each dawn’s resolutions,

less than each evening’s trickle of doubt,

less than a crown’s weight in silver, a diamond’s                  

scratch against glass, less than the touted

 

ill luck of my rich beginnings—and yet

more than Eve’s silence, my mute ingratitude.

More than music’s safe passage, its rapturous net,

more than this stockpile of words, their liquid solicitude; 

         

more desired than praise (the least-prized of my dreams),

less real than dreaming (castle keep for my sins),

more than no more, which seems

much less than hoped-for, again—

 

one mutiny, quelled; one wish lost, a forgotten treasure:

to live without scrutiny, beyond constant measure.
",Rita Dove,"Social Commentaries,Gender & Sexuality,History & Politics",F
1588,"
                    The Farmer’s Bride
                ","
    
     Three summers since I chose a maid,
     Too young maybe—but more’s to do
     At harvest-time than bide and woo.
              When us was wed she turned afraid
     Of love and me and all things human;
     Like the shut of a winter’s day
     Her smile went out, and ’twadn’t a woman—
            More like a little frightened fay.
                    One night, in the Fall, she runned away.
 
     “Out ’mong the sheep, her be,” they said,
     ’Should properly have been abed;
     But sure enough she wadn’t there
     Lying awake with her wide brown stare.
So over seven-acre field and up-along across the down
     We chased her, flying like a hare
     Before out lanterns. To Church-Town
              All in a shiver and a scare
     We caught her, fetched her home at last
              And turned the key upon her, fast.
 
     She does the work about the house
     As well as most, but like a mouse:
              Happy enough to chat and play
              With birds and rabbits and such as they,
              So long as men-folk keep away.
     “Not near, not near!” her eyes beseech
     When one of us comes within reach.
              The women say that beasts in stall
              Look round like children at her call.
              I’ve hardly heard her speak at all.
 
     Shy as a leveret, swift as he,
     Straight and slight as a young larch tree,
     Sweet as the first wild violets, she,
     To her wild self. But what to me?
 
     The short days shorten and the oaks are brown,
              The blue smoke rises to the low grey sky,
     One leaf in the still air falls slowly down,
              A magpie’s spotted feathers lie
     On the black earth spread white with rime,
     The berries redden up to Christmas-time.
              What’s Christmas-time without there be
              Some other in the house than we!
 
              She sleeps up in the attic there
              Alone, poor maid. ’Tis but a stair
     Betwixt us. Oh! my God! the down,
     The soft young down of her, the brown,
The brown of her—her eyes, her hair, her hair!
",Charlotte Mew,"Living,Marriage & Companionship,Love,Break-ups & Vexed Love,Unrequited Love,Relationships,Men & Women,Social Commentaries,Gender & Sexuality,Town & Country Life",F
1597,"
                    Getting and Spending
                ","



Isabella Whitney, The maner of her Wyll, 1573




                                   1
 
We’re told it was mostly the soul
              at stake, its formal
 
              setting-forth, as over water,
where, against all odds,
 
the words-on-paper make
              a sort of currency, which heaven,
 
              against all odds, accepts.
So Will, which is to say, May what
 
I purpose, please, this once, and what
              will happen coincide.
 
              To which the worldly
dispositions were mere after-thought:
 
your mother’s ring and so forth. What
              the law considered yours
 
              to give. Which in the case of
women was restricted—this was
 
long ago, and elsewhere—so
              that one confessedly “weak
 
              of purse” might all the more
emphatically be thought of as having little
 
to say. Except about the soul. The late
              disturbance in religion
 
              having done that much, the each
for each responsible, even a servant,
 
even the poor. Wild, then—quite       
              beyond the pale—to hustle
 
              the soul-part so hastily off
the page. And turn, our Isabella Whitney,
 
to the city and its faithlessness. Whose
              smells and sounds—the hawker’s cry,
 
              the drainage ditch in Smithfield—all
the thick-laid, lovely, in-your-face-and-nostrils stuff
 
of getting-by no woman of even the slightest
              affectation would profess to know,
 
              much less to know so well.
As one would know the special places on
 
his body, were the passion merely personal.
 
 
                                   2
 
Wattle and brickwork. Marble and mud.
              The city’s vast tautology. No city
 
              without people and no people but
will long for what the city says they lack:
 
high ceilings, gloves and laces, news,
              the hearth-lit circle of friendship, space
             
              for solitude, enough to eat.
And something like a foothold in the whole-of-it,
 
some without-which-not, some
              little but needful part in all the passing-
 
              from-hand-to-hand of it, so
every time the bondsman racks his debtor or
 
the shoemaker hammers a nail or one un-
              practiced girl imagines she
 
              has prompted a look of wistfulness,
a piece of it is yours because
 
your seeing it has made it that much slower
              to rejoin the blank
 
              oblivion of never-having-
been. The year was fifteen hundred seventy-
 
three. The year of our Redeemer, as
              they used to say. That other
 
              circuit of always-in-your-
debt. From which she wrested, in her open
 
I-am-writing-not-for-fun-but-for-the-money
              way of authorship, a world
 
              not just of plenty but—and here’s
the part of that’s legacy—of love.
",Linda Gregerson,"Arts & Sciences,Poetry & Poets,Social Commentaries,Gender & Sexuality",F
1598,"
                    Not Over It
                ","



In sympathy with Gaspara Stampa



By woman so touched, so pressed,
detachment being thought
achievable at all
 
is boggling in itself. Its being
thought achievable by love—but love
for only all (not someone’s single) sentience—
 
appears the precept of too cold
a form of flame. How much
of a hand in things
 
relinquishes the hold
of things-at-hand?
What kiss might such
 
a mind reclaim? A swirl of dust
in Buddhist schools, perhaps.
A view of several solar
 
systems from above.
Not love.
The thought
 
appeals as it appals:
Slow learners, we must spurn
the selving sensualities, to feel
 
for feelers of this kind,
unfasten passion’s burner
to identify what’s under it—
 
in short, must court
dispassion just
to be compassionate.
",Heather McHugh,"Love,Arts & Sciences,Poetry & Poets,Social Commentaries,Gender & Sexuality",F
1599,"
                    To Mary Sidney, On Reading Her Psalms
                ","
You give me a little courage, Mary,
in your skittish dedication to her highness;
I too can dare as humbleness may dare;
if there’s anywhere to speak with you, it’s here
at the wordy Anglo-Saxon periphery
of the universe’s one great surge of praise
 
though I’m lost here. Where’s the joyful noise?
the syllables I managed to memorize
before they were weighted down by meaning?
and what’s all this complicated rhyme?
Don’t mistake me—I’m not complaining;
it’s just not my notion of a psalm
 
for all my love of wrought, elaborate things—
especially when they’re the sort that sings
and yours do sing a stunning song—
but they’re off-kilter without the awe
inherent in my ancient holy tongue.
I miss my amen sela, hallelujah
 
though I do applaud you and your brother—
going for the full linguistic bait-and-switch
in the move from one language to another:
David’s disarmingly direct speech
a tour-de-force of formal contrivance
(no form repeated more than once
 
in each of a hundred fifty psalms!)
in your show-off/virtuoso hands.
Talk about such a song in such a land—
but what else is there in dreary England?
Its sole extravagance a trove of synonyms
that endlessly perplexes and expands
 
its mongrel, unbeautiful tongue—
a language, frankly, crying out for poetry
given its absence, even, of integrity
not to mention intrinsic song. . . .
(Its sound: water going down the drain
according to my friend, an Italian,
 
after riding in a compartment of Americans
gurgling all the way from Florence to Rome.)
Why not a convoluted scheme
of intricately wrought meter and rhyme?
So what if the Hebrew has no strict patterns?
Aim for a parallel sublime;
 
aren’t poems for the impossible?
Though perhaps yours wouldn’t have been written
had you known how daunting their task was;
you had no Hebrew, used the Coverdale,
Wyatt, Geneva Bible, as cribs for Latin,
even psaumes de David, mis en rime Françoise . . .
 
Clearly, your secret weapon was ignorance,
also useful (look at me!) in writing a poem,
your psalms fourth- and fifth-hand half the time.
Unless (of course!) your stroke of brilliance
was to focus on the one thing you could do:Sing and let your song be new 
which they are, profoundly, even to me,
who know so many bits of the originals
of what you claim you’re “translating” by heart.
Still, I’ll be reading along, alternately
put off and spellbound by your art-
ifice, when my wary eye suddenly falls
 
on something both completely known and new,
my own—our own—ungainly language
for a brief instant alien with grace,
a black-on-white typescript mirage
in which English letters turn into Hebrew
or at least intercept its holiness. . . .
 
How did you manage it, Mary?
Your contemporaries called it piety—
but I don’t believe that for a second.
What motivated you was love of poetry,
or rather of your legendary
brother—lost so young—whom you would spend
 
your whole life working to immortalize. . . .
I’m not sure he needed you. No lighter touch
exists in English poetry than his . . .
a touch you often managed to approach
in your grief-induced lyric resolve
to force a bit of him to stay alive.
 
Poetry as solace, as wizardry—
and there he is, with you, all the time,
clearly palpable in all your artistry.
It was your eagerness to be with him
that kept you going back to intervene
with yet one more indomitable line,
 
got you through all hundred-fifty psalms.
Or maybe it was just your poet’s ruse
(poetry often thrives on self-delusion)
to trick yourself to rise to his occasion. . . .
Unless he just provided the excuse
to stake your own (quite vast) poetic claims,
 
impossible to say from this vantage point:
to distinguish collaborator from muse,
self-doubt from false humility
but, then again, there’s a poetry in mystery.
Who will contradict me if I confuse
my own passions with yours—so convenient,
 
inevitable?—in a poem like this—
though you and I—despite the labyrinth
of misapprehension, class, religion
reinforcing our dissociation
(Jew from Christian, commoner from countess,
twenty-first-century from seventeenth)
 
come together in passion upon passion
(forgive me, Mary, if dare too far):
psalms, poetic forms, your genius brother
(I mean both the poet and the man;
no poem could manufacture that much charm).
We’ve even suffered from a kindred harm:
 
my version, albeit, fairly mild,
though I too was admonished as a child
about what a woman dared not do.
Still, I have a vast cohort, while you
were almost entirely alone.
Better yet, I had the complete Dickinson
 
(published just a year before I was born);
I didn’t know it yet, but I had you . . .
while you had to ransack antiquity
for even fragments of poems by a woman.
But of course you weren’t troubled by inequity—
it was, frankly, all you knew—
 
you might even have relished your position
as sole woman poet, thinker, patron—
lonely as it was—though you did encourage
your precocious niece, Mary (later Wroth).
And who can really estimate the damage
of your appalling bargain: a brother’s death
 
required to turn you into poet?
Of course, in your time, death was everywhere.
Perhaps you were pious—a last resort
to shore up an attenuated heart
against even further disrepair,
immersion in the psalms a sort of antidote
 
to life’s massive overdose of pain:
from living with a sad, disfigured mother
(small-pox scars from nursing a sick queen)
mourning her husband’s lost affection
to deaths of favorites—your sister, your brother,
your only daughters, Katherine, then Anne.
 God made this day; he did us send itIn joy and mirth then let us spend it
Excellent advice, if it would hold—
And maybe it does, when you can summonall that air or life enfold
to distract you with a binge of exaltation . . . 
or if that fails, then an assiduous
extravaganza of sublime detail
calibrated to provide the wherewithal
to face a universe we cannot alter
if not with joy and mirth, at least with grace:
a perfect, hand-illuminated psalter, 
the loops of all its letters filled with gold—
a treasure, even, for an exacting Queen—
offering a deity who’ll listen
to a voice alternately humble, bold,
beseeching, thankful, ecstatic, bleak,
through which (hallelujah, Mary!) you still speak.
",Jacqueline Osherow,"Relationships,Family & Ancestors,Arts & Sciences,Poetry & Poets,Reading & Books,Social Commentaries,Gender & Sexuality",F
